time/episodes,train/n_updates,train/actor_loss,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,eval/mean_ep_length,eval/mean_reward
308,344649,12.768619537353516,344750,1138.14,0.005694025196135044,-0.6774401068687439,4.43008575,0.3670058846473694,85,4036,0.00125,,
312,348422,12.948469161987305,348523,1133.67,0.005480138119310141,-0.5161038637161255,4.3430148299999995,0.3755115866661072,85,4080,0.00125,,
316,353222,13.338626861572266,353323,1133.67,0.005525906104594469,-0.06313395500183105,4.5836004500000005,0.3606921136379242,85,4135,0.00125,,
320,358022,13.975698471069336,358123,1133.67,0.005425357725471258,-1.5936250686645508,4.29495861,0.5376125574111938,85,4190,0.00125,,
324,362822,13.732159614562988,362923,1133.67,0.00552375428378582,-0.2172730565071106,3.06478429,0.3432597219944,85,4246,0.00125,,
328,366941,13.063716888427734,367042,1137.05,0.005334340035915375,-0.11516553163528442,3.1894263499999997,0.3631856143474579,85,4293,0.00125,,
332,371741,14.091266632080078,371842,1139.84,0.005607833620160818,-1.093048095703125,3.74298211,0.41952741146087646,85,4348,0.00125,,
336,376541,13.152971267700195,376642,1149.21,0.005494371987879276,-0.11155763268470764,1.6176480400000002,0.5669189095497131,85,4403,0.00125,,
340,381341,13.866989135742188,381442,1149.21,0.0053979456424713135,1.970740795135498,3.6202278800000003,0.5793406367301941,85,4459,0.00125,,
344,385615,13.804695129394531,385716,1143.95,0.005531711503863335,0.4938150942325592,5.023692100000002,0.4172442555427551,85,4509,0.00125,,
348,390415,13.614557266235352,390516,1143.95,0.005579206161201,0.7697385549545288,3.9035404600000003,0.3468817174434662,85,4564,0.00125,,
352,394009,14.65135669708252,394110,1131.89,0.005646948236972094,-1.068404197692871,4.9816797600000005,0.40183746814727783,85,4605,0.00125,,
356,398809,13.866731643676758,398910,1131.89,0.005591497290879488,0.12294983863830566,6.56940568,0.3566547930240631,85,4660,0.00125,,
,399899,13.87493896484375,400000,,0.005449384450912476,1.5274314880371094,,0.4193571209907532,,,0.00125,1200.0,-5.211523376984937
360,403609,13.953214645385742,403710,1131.89,0.005398318637162447,-1.0764731168746948,8.622327610000001,1.5950286388397217,85,4735,0.00125,,
364,407867,14.265775680541992,407968,1126.47,0.005654824431985617,1.900802493095398,9.1397474,0.4394112229347229,85,4783,0.00125,,
368,412667,14.370898246765137,412768,1139.46,0.006288452073931694,0.3657839298248291,8.36505821,0.40699607133865356,85,4839,0.00125,,
372,416835,14.228682518005371,416936,1133.14,0.0056664468720555305,0.4656471014022827,7.860156939999999,0.44946032762527466,85,4886,0.00125,,
376,421602,14.718133926391602,421703,1132.81,0.00580968102440238,0.30310696363449097,9.364378890000001,0.5811133980751038,85,4940,0.00125,,
380,426402,13.685599327087402,426503,1135.99,0.005323253571987152,0.0034064054489135742,8.36892031,0.7445396780967712,85,4996,0.00125,,
384,430656,15.085227966308594,430757,1136.41,0.0053665549494326115,-0.011830121278762817,8.12219695,0.3654601275920868,85,5044,0.00125,,
388,435456,15.043846130371094,435557,1136.41,0.005692961160093546,-0.18833482265472412,8.17737874,0.9321539402008057,85,5099,0.00125,,
392,440256,14.962703704833984,440357,1136.41,0.0054178498685359955,0.9270970821380615,8.864115769999998,0.3651622235774994,85,5154,0.00125,,
396,445056,14.695611953735352,445157,1136.41,0.005437830928713083,-0.871268630027771,9.31375004,0.3490617573261261,85,5208,0.00125,,
400,449856,14.670356750488281,449957,1148.07,0.005887190345674753,-1.3101844787597656,9.742309550000002,0.30291682481765747,85,5263,0.00125,,
404,453539,14.710354804992676,453640,1136.9,0.005912819877266884,-0.676362156867981,10.48479891,0.45894891023635864,85,5305,0.00125,,
408,457344,14.978248596191406,457445,1126.95,0.00569154741242528,0.6814165115356445,10.152460099999999,0.3996654748916626,85,5349,0.00125,,
412,462038,14.342899322509766,462139,1136.16,0.0053121247328817844,-0.16145235300064087,11.858595639999999,0.34528690576553345,85,5402,0.00125,,
416,466838,14.720778465270996,466939,1136.16,0.00530851399526,-0.32058852910995483,11.785186010000002,0.3322073817253113,85,5458,0.00125,,
420,471638,14.699871063232422,471739,1136.16,0.005121505819261074,-2.4748589992523193,12.065975480000002,0.9804936647415161,85,5513,0.00125,,
424,476438,14.44958782196045,476539,1136.16,0.005409125238656998,0.5501832962036133,13.69390295,0.5572562217712402,85,5568,0.00125,,
428,481033,14.57383918762207,481134,1140.92,0.005451463628560305,-0.5176124572753906,13.873289250000001,0.3650277853012085,85,5621,0.00125,,
432,485539,15.076576232910156,485640,1137.98,0.0060392143204808235,-0.27204465866088867,13.379630389999999,0.381605863571167,85,5672,0.00125,,
436,490339,14.92422866821289,490440,1137.98,0.005256544332951307,0.7672728300094604,12.842414119999999,0.6814829111099243,85,5727,0.00125,,
440,493447,15.364511489868164,493548,1121.06,0.005642630625516176,-0.26121461391448975,11.713499209999998,0.3918384313583374,85,5763,0.00125,,
444,498043,15.286334037780762,498144,1124.28,0.00499805249273777,1.3023213148117065,11.034320450000001,0.6525173783302307,85,5815,0.00125,,
,499899,15.235021591186523,500000,,0.004973019473254681,0.9842737913131714,,0.48876211047172546,,,0.00125,1153.5,5.298686426587291
448,502843,15.59970760345459,502944,1124.28,0.005575334187597036,0.7351255416870117,11.886548379999999,0.5705223083496094,85,5889,0.00125,,
452,507643,16.272369384765625,507744,1136.34,0.005047413520514965,0.35211777687072754,10.299713429999999,0.388657808303833,85,5945,0.00125,,
456,512443,16.311115264892578,512544,1136.34,0.005241341423243284,1.2940857410430908,10.41372544,0.6947113275527954,85,6000,0.00125,,
460,517243,16.29121971130371,517344,1136.34,0.0051020425744354725,-0.733296811580658,8.86298229,0.8775575160980225,85,6055,0.00125,,
464,522043,16.5145263671875,522144,1141.76,0.005147907417267561,0.13365444540977478,9.04779332,0.3398864269256592,85,6110,0.00125,,
468,526843,15.813998222351074,526944,1141.76,0.005080426577478647,0.9685261249542236,8.442146229999999,0.7458813190460205,85,6165,0.00125,,
472,531643,16.11986541748047,531744,1148.08,0.0047623710706830025,1.7212154865264893,9.667614939999998,0.37234973907470703,85,6220,0.00125,,
476,536443,15.550627708435059,536544,1148.41,0.004668394569307566,-0.8849026560783386,9.499189000000001,0.49584946036338806,85,6275,0.00125,,
480,541243,16.361988067626953,541344,1148.41,0.004917480517178774,-0.2636546492576599,10.32804393,0.3248908519744873,85,6330,0.00125,,
484,544518,15.755756378173828,544619,1138.62,0.00489498395472765,-0.21388062834739685,9.94848885,0.605272650718689,85,6367,0.00125,,
488,548006,15.663108825683594,548107,1125.5,0.004911994095891714,0.39865925908088684,10.59146334,0.5167220234870911,85,6407,0.00125,,
492,552806,15.794999122619629,552907,1125.5,0.004642645828425884,0.06446897983551025,10.43286301,0.8015922904014587,85,6463,0.00125,,
496,557606,16.010334014892578,557707,1125.5,0.004817210137844086,-0.5095691680908203,10.42388089,0.4692224860191345,85,6518,0.00125,,
500,562406,16.087345123291016,562507,1125.5,0.005198190454393625,-0.48978450894355774,9.42862658,0.421735018491745,85,6572,0.00125,,
504,566077,15.46558952331543,566178,1125.38,0.0049399929121136665,0.5037957429885864,7.666067120000001,0.3391686677932739,85,6614,0.00125,,
508,570877,15.200441360473633,570978,1135.33,0.005006035324186087,-0.8657472133636475,7.51905132,0.4151657223701477,85,6669,0.00125,,
512,575677,15.903636932373047,575778,1136.39,0.004799930844455957,-0.32033029198646545,4.96476982,0.43589112162590027,85,6724,0.00125,,
516,580477,15.482821464538574,580578,1136.39,0.004643538035452366,-0.5374346971511841,4.49946358,0.31838956475257874,85,6778,0.00125,,
520,584286,15.309954643249512,584387,1126.48,0.005016731098294258,0.016352355480194092,4.40399201,0.33088624477386475,85,6822,0.00125,,
524,589086,15.2207612991333,589187,1126.48,0.005065951030701399,-1.681985855102539,4.839696919999998,0.829155683517456,85,6877,0.00125,,
528,593886,15.69957160949707,593987,1128.53,0.00462246872484684,-1.587154507637024,5.601456809999998,0.3213381767272949,85,6932,0.00125,,
532,595998,14.484289169311523,596099,1104.59,0.0045902905985713005,0.6410342454910278,4.9238219,0.4613785147666931,85,6956,0.00125,,
,599899,15.467522621154785,600000,,0.005152661819010973,-1.7569383382797241,,0.35285690426826477,,,0.00125,1200.0,2.0249243316543017
536,600798,15.68387222290039,600899,1104.59,0.0045770322903990746,1.6088953018188477,5.365047139999999,0.40727218985557556,85,7031,0.00125,,
540,605598,15.24267578125,605699,1121.51,0.004608966410160065,-0.6514497995376587,4.77269173,0.36470767855644226,85,7086,0.00125,,
544,610398,15.54228401184082,610499,1123.55,0.005534486845135689,1.4228156805038452,3.8277633399999997,0.6353499293327332,85,7141,0.00125,,
548,614032,14.78972053527832,614133,1111.89,0.0048720394261181355,0.21403464674949646,4.429263089999999,0.5029081106185913,85,7182,0.00125,,
552,618108,15.048739433288574,618209,1104.65,0.004550822079181671,-0.3521468937397003,4.066669899999999,0.5834160447120667,85,7229,0.00125,,
556,621869,14.991891860961914,621970,1094.26,0.0050149899907410145,0.04767650365829468,3.3387571100000004,0.3721253275871277,85,7272,0.00125,,
560,626669,14.706972122192383,626770,1094.26,0.004808750934898853,1.0456418991088867,3.5259470900000007,0.32312247157096863,85,7327,0.00125,,
564,631469,15.532148361206055,631570,1094.26,0.004892638884484768,1.3004947900772095,2.9499160999999994,0.4673939049243927,85,7383,0.00125,,
568,636264,15.475076675415039,636365,1094.21,0.004628576338291168,-1.287757396697998,3.3255508700000007,0.3217748999595642,85,7438,0.00125,,
572,639960,14.711185455322266,640061,1083.17,0.005043371580541134,-0.44598233699798584,3.2020836899999994,0.38474205136299133,85,7480,0.00125,,
576,644075,15.299226760864258,644176,1076.32,0.005204140208661556,-2.1611671447753906,3.4994702799999993,0.39776524901390076,85,7527,0.00125,,
580,647755,14.56987190246582,647856,1065.12,0.004705204628407955,0.014795467257499695,3.0436933699999997,0.3500051200389862,85,7570,0.00125,,
584,651409,14.776862144470215,651510,1068.91,0.004700248595327139,0.030069321393966675,3.14951842,0.28987783193588257,85,7612,0.00125,,
588,656209,14.630067825317383,656310,1082.03,0.0050155590288341045,-0.0075331926345825195,2.401648250000001,0.5329355597496033,85,7667,0.00125,,
592,661009,15.064050674438477,661110,1082.03,0.004215741530060768,0.15845127403736115,2.3802377800000003,0.43583717942237854,85,7723,0.00125,,
596,665809,14.739911079406738,665910,1082.03,0.0046534971334040165,0.2832561135292053,3.45927454,0.39359575510025024,85,7778,0.00125,,
600,670609,14.60747241973877,670710,1082.03,0.004875620827078819,0.6713508367538452,4.2533221,0.5206502079963684,85,7833,0.00125,,
604,675409,14.444928169250488,675510,1093.32,0.004764414858072996,-0.11225634813308716,3.67138085,0.28968530893325806,85,7888,0.00125,,
608,679094,14.600595474243164,679195,1082.17,0.004846325609833002,-1.0584115982055664,5.095597120000001,0.33309563994407654,85,7931,0.00125,,
612,683894,14.258109092712402,683995,1082.17,0.005032580811530352,-0.1885157972574234,5.378782450000001,0.34369590878486633,85,7986,0.00125,,
616,688694,14.761764526367188,688795,1082.17,0.0046616788022220135,-0.08614814281463623,5.61402429,0.24937765300273895,85,8041,0.00125,,
620,692572,14.535388946533203,692673,1082.86,0.00487150065600872,-1.2118096351623535,6.220116459999999,0.3819003105163574,85,8086,0.00125,,
624,696218,15.247167587280273,696319,1071.32,0.004922941792756319,0.1478056013584137,5.1535839999999995,0.3748480975627899,85,8128,0.00125,,
,699899,14.444801330566406,700000,,0.0047442857176065445,0.5194360017776489,,0.4893680810928345,,,0.00125,1200.0,2.432915030967797
628,700307,14.347566604614258,700408,1064.21,0.004602889064699411,-0.6983068585395813,5.120767379999998,0.2739979028701782,85,8195,0.00125,,
632,705107,13.73244857788086,705208,1091.09,0.005213877186179161,-0.704536497592926,5.56328842,0.2371477335691452,85,8250,0.00125,,
636,709907,14.678869247436523,710008,1091.09,0.0047710854560136795,-0.5955543518066406,5.1355210499999995,0.27904677391052246,85,8306,0.00125,,
640,714707,14.084936141967773,714808,1091.09,0.00474145682528615,0.42723608016967773,4.59909615,0.42312437295913696,85,8360,0.00125,,
644,719507,14.571187973022461,719608,1091.09,0.004805683623999357,-0.09264743328094482,4.4755783,0.3330961763858795,85,8416,0.00125,,
648,723453,14.571650505065918,723554,1094.21,0.0046897511929273605,-0.9518483877182007,1.8307496299999997,0.23680831491947174,85,8461,0.00125,,
652,728253,13.013654708862305,728354,1101.45,0.004769079387187958,0.14674179255962372,2.1577638399999994,0.32517266273498535,85,8516,0.00125,,
656,732162,14.225398063659668,732263,1102.93,0.005063668359071016,1.08479905128479,2.96523169,0.3309767246246338,85,8561,0.00125,,
660,736962,14.124134063720703,737063,1102.93,0.005141030997037888,0.5286774635314941,2.9907559399999997,0.42832836508750916,85,8617,0.00125,,
664,740649,13.839532852172852,740750,1091.8,0.00477821147069335,1.0621747970581055,3.5896416099999997,0.4011319875717163,85,8659,0.00125,,
668,744779,14.113666534423828,744880,1085.15,0.004736424423754215,-1.5550801753997803,2.7297562899999996,0.43188977241516113,85,8707,0.00125,,
672,749579,13.766267776489258,749680,1096.19,0.004963476676493883,-0.30109477043151855,3.0565606599999997,0.2764759659767151,85,8762,0.00125,,
676,754379,13.138978958129883,754480,1103.04,0.004651245661079884,-0.8885030150413513,3.05555332,0.5919942259788513,85,8817,0.00125,,
680,759179,13.695865631103516,759280,1114.24,0.004507209174335003,0.7807700634002686,3.61631131,0.35274621844291687,85,8872,0.00125,,
684,763979,13.741632461547852,764080,1125.7,0.004826643969863653,0.3509156107902527,3.5255261700000005,0.4241960048675537,85,8928,0.00125,,
688,768779,14.054285049438477,768880,1125.7,0.004716827534139156,-1.6434015035629272,4.31072441,0.33267033100128174,85,8983,0.00125,,
692,773579,14.063840866088867,773680,1125.7,0.004489910788834095,0.461492657661438,3.8144781,0.25416260957717896,85,9039,0.00125,,
696,778379,14.153656959533691,778480,1125.7,0.004287031013518572,1.0603084564208984,2.1326556299999995,0.3091726303100586,85,9094,0.00125,,
700,781443,13.52856159210205,781544,1108.34,0.004715032875537872,-0.5041613578796387,3.7970272499999993,0.3563626706600189,85,9129,0.00125,,
704,785379,13.825315475463867,785480,1099.7,0.004415331874042749,-0.46704673767089844,4.252162909999999,0.6106064319610596,85,9174,0.00125,,
708,790179,13.445964813232422,790280,1110.85,0.004929942544549704,-1.7008121013641357,2.43096825,0.28584885597229004,85,9229,0.00125,,
712,794979,13.870176315307617,795080,1110.85,0.004469472914934158,1.0737717151641846,3.14640563,0.34371626377105713,85,9284,0.00125,,
716,799779,13.570430755615234,799880,1110.85,0.004614140372723341,-0.8680363297462463,2.8811269499999996,0.5070418119430542,85,9339,0.00125,,
,799899,13.52961540222168,800000,,0.004542195238173008,-0.44199422001838684,,0.3840929865837097,,,0.00125,1085.9,-3.122140780618065
720,804579,13.776670455932617,804680,1120.07,0.00453740730881691,1.2726092338562012,2.4358703500000005,0.32129836082458496,85,9412,0.00125,,
724,808223,13.245109558105469,808324,1120.05,0.004361008293926716,0.16741977632045746,3.74578361,0.23934751749038696,85,9454,0.00125,,
728,813023,13.612947463989258,813124,1127.16,0.004405861254781485,1.6125617027282715,2.83214984,0.39333343505859375,85,9509,0.00125,,
732,816684,13.723902702331543,816785,1115.77,0.004809239413589239,-0.5318489670753479,3.5348634599999995,0.34268292784690857,85,9551,0.00125,,
736,821484,13.582176208496094,821585,1115.77,0.004985569976270199,-0.24426668882369995,3.7918912899999997,0.440954327583313,85,9607,0.00125,,
740,826284,13.294551849365234,826385,1115.77,0.004665786400437355,-1.0035183429718018,5.08912386,0.2344256043434143,85,9662,0.00125,,
744,830248,14.175687789916992,830349,1107.41,0.004914011340588331,1.8226823806762695,6.62809115,0.23222997784614563,85,9708,0.00125,,
748,835048,13.510004043579102,835149,1115.95,0.00448179803788662,-0.07679623365402222,8.100108299999999,0.5319880247116089,85,9763,0.00125,,
752,839248,14.068843841552734,839349,1109.95,0.004811321850866079,-0.8331224918365479,7.70027789,0.2334509938955307,85,9811,0.00125,,
756,843941,13.939258575439453,844042,1117.79,0.004640795290470123,0.9564831256866455,7.362020129999999,0.4208005666732788,85,9865,0.00125,,
760,848635,13.791484832763672,848736,1116.73,0.004777341615408659,0.143463134765625,8.08102205,0.33458322286605835,85,9919,0.00125,,
764,853435,14.335947036743164,853536,1127.86,0.005282346624881029,-1.822499394416809,7.715644420000001,0.34683191776275635,85,9975,0.00125,,
768,857086,13.761368751525879,857187,1123.07,0.004689046647399664,-0.6504733562469482,8.65566853,0.35350900888442993,85,10017,0.00125,,
772,861886,14.081378936767578,861987,1123.07,0.004735261667519808,-0.697823166847229,7.5693386899999995,0.2126750349998474,85,10072,0.00125,,
