time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates,train/approx_kl,train/std,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length
1495,1190.64,354,259,530432,-15.63190348,0.06562167406082153,2580,1.6022806,0.3079926073551178,0.08235590240801685,0.7810690402984619,0.024601312028244136,0.003,0.623681640625,-0.5220661498606205,0.2,,
1501,1190.64,354,260,532480,-15.766161849999998,-0.008050009608268738,2590,0.31540892,0.31624919176101685,0.11204341234406456,0.838214635848999,0.03567882384013501,0.003,0.65732421875,-0.5623163491487503,0.2,,
1507,1190.64,354,261,534528,-16.10141942,-0.016580864787101746,2600,2.331152,0.32111144065856934,0.11196038816124201,0.7437463402748108,0.017002441512886435,0.003,0.67529296875,-0.6177854659035802,0.2,,
1512,1190.64,354,262,536576,-15.98828681,-0.02124663256108761,2610,1.6792362,0.31310397386550903,0.2316099047253374,0.7580011487007141,0.016169226278725544,0.003,0.680224609375,-0.5991197425872088,0.2,,
1518,1190.64,354,263,538624,-15.44038441,0.030136872082948685,2620,0.43900824,0.32743269205093384,0.29303922415710987,0.3741975426673889,0.01189203956600977,0.003,0.653662109375,-0.6128902189433575,0.2,,
1523,1190.64,354,264,540672,-15.72522391,0.22481340169906616,2630,0.27716532,0.3363052308559418,0.6768493603449315,0.6565957367420197,0.011271477698755916,0.003,0.600537109375,-0.656126462109387,0.2,,
1528,1190.64,354,265,542720,-15.860111270000003,0.08010312914848328,2640,0.33978894,0.3320279121398926,1.067941694916226,0.6624623537063599,-0.007170251850038767,0.003,0.598876953125,-0.6694144530221819,0.2,,
1534,1190.64,355,266,544768,-16.308851789999995,0.03480420261621475,2650,3.6601005,0.33378326892852783,0.39728407233487817,0.9352033510804176,0.03495651855628239,0.003,0.71318359375,-0.7137027392163873,0.2,,
1539,1190.64,355,267,546816,-15.73882176,0.013419829308986664,2660,0.8195565,0.33122754096984863,0.1645998861757107,0.40213000774383545,0.030100731612037634,0.003,0.662646484375,-0.6705009078606963,0.2,,
1545,1190.64,355,268,548864,-16.17988343,0.12625041604042053,2670,1.648857,0.32640349864959717,0.2415367222041823,0.8925201296806335,0.021525542427480105,0.003,0.651171875,-0.6301455780863762,0.2,,
1550,1190.64,355,269,550912,-16.39649116,0.08680576831102371,2680,0.5745512,0.3225506544113159,0.13857620880589822,0.9095782786607742,0.022733631302253345,0.003,0.576708984375,-0.5929405793547631,0.2,,
1556,1190.64,355,270,552960,-16.75839384,0.08951906114816666,2690,1.9936,0.3266899287700653,0.29421837750123814,0.920921266078949,0.02885296188178472,0.003,0.69453125,-0.6202658642083406,0.2,,
1561,1190.64,355,271,555008,-17.351405049999997,0.1219187080860138,2700,0.6115788,0.33102285861968994,0.16638202798785642,0.9163796752691269,0.02386408953316277,0.003,0.6275390625,-0.6421309467405081,0.2,,
1567,1190.64,355,272,557056,-17.68438608,-0.0324259027838707,2710,0.38855153,0.33130133152008057,0.12252086167572998,0.9287406578660011,0.0022453848388977347,0.003,0.603369140625,-0.662892273068428,0.2,,
1572,1200.0,355,273,559104,-18.10905556,-0.01477630715817213,2720,20.20171,0.3209257423877716,0.05123402894823812,0.9581396915018559,-0.004279158999270294,0.003,0.789453125,-0.5884120281785726,0.2,,
1578,1200.0,355,274,561152,-17.80906215,0.02910081297159195,2730,1.2323786,0.32720470428466797,0.043821649232995696,0.9315971955657005,0.05048546498946962,0.003,0.709375,-0.6339437181130052,0.2,,
1583,1193.59,355,275,563200,-17.427024499999998,0.05005757510662079,2740,0.7704718,0.32148146629333496,0.0904985695029609,0.9057153165340424,0.030465965184703236,0.003,0.651220703125,-0.5968784434720874,0.2,,
1589,1193.59,355,276,565248,-17.9351591,0.02809768170118332,2750,0.6784352,0.3099428117275238,0.29080804775003344,0.8221167623996735,-0.0034484728312236257,0.003,0.62109375,-0.5651358595117927,0.2,,
1595,1193.59,355,277,567296,-17.981889009999996,-0.03930668905377388,2760,2.7228003,0.31392502784729004,0.0746585301705636,0.9269619062542915,0.03951788022677647,0.003,0.781298828125,-0.5689971402287484,0.2,,
1600,1193.59,355,278,569344,-18.00651057,-0.016820259392261505,2770,1.0668231,0.32284268736839294,0.11207538156886585,0.9256701543927193,0.032448936969740313,0.003,0.663232421875,-0.5865344431251287,0.2,,
1605,1193.59,355,279,571392,-18.007716379999998,0.027660008519887924,2780,0.44514287,0.32948100566864014,0.13250398812233471,0.8709272891283035,0.01711241008815705,0.003,0.653173828125,-0.5999874725937844,0.2,,
1611,1193.59,355,280,573440,-17.643328,-0.006223432719707489,2790,1.2972105,0.332353800535202,0.18589648061897607,0.8798180818557739,0.013080933541641571,0.003,0.665283203125,-0.6791949745267629,0.2,,
1616,1193.59,355,281,575488,-17.71824328,0.0034890100359916687,2800,0.28668046,0.34491246938705444,0.1256944046355784,0.6164136528968811,0.014191711348394165,0.003,0.627587890625,-0.7043116331100464,0.2,,
1622,1193.59,356,282,577536,-17.805747439999994,0.03992203623056412,2810,0.321253,0.34272500872612,0.19434846559306607,0.7584824115037918,0.006370257181697525,0.003,0.61015625,-0.7090855326503516,0.2,,
1627,1193.59,356,283,579584,-17.60244211,0.02683570608496666,2820,0.38485575,0.3404887318611145,0.2281649252632633,0.8798980638384819,0.013027931811666348,0.003,0.61484375,-0.7253317892551422,0.2,,
1633,1193.59,356,284,581632,-17.79939229,0.126018226146698,2830,0.32331628,0.3411402106285095,0.12392396735958755,0.925713837146759,0.024939427628123668,0.003,0.59033203125,-0.711261285841465,0.2,,
1638,1193.59,356,285,583680,-17.71139776,0.05190199241042137,2840,0.79595256,0.33469247817993164,0.1934718258329667,0.8675763607025146,0.02373005633344292,0.003,0.65556640625,-0.7041714653372765,0.2,,
1643,1181.81,356,286,585728,-17.9863853,0.0883149653673172,2850,0.44488746,0.35143762826919556,0.19996423067059368,0.5963061153888702,0.03319814375136047,0.003,0.656201171875,-0.7274971313774585,0.2,,
1649,1170.88,356,287,587776,-18.208253829999997,-0.027723830193281174,2860,2.5557032,0.355707585811615,0.12032524940150324,0.9137681275606155,0.05318380226381123,0.003,0.707080078125,-0.7718133481219411,0.2,,
1654,1170.88,356,288,589824,-18.27251887,0.02949952706694603,2870,0.78727365,0.34712445735931396,0.27177576987305657,0.8700841218233109,-0.007914073481515516,0.003,0.63193359375,-0.7693111358210445,0.2,,
1660,1162.25,356,289,591872,-18.954613809999998,0.12875182926654816,2880,0.6493757,0.3444863259792328,0.07275991383357905,0.911118246614933,0.015078113361960277,0.003,0.624462890625,-0.7204648042097688,0.2,,
1665,1160.74,356,290,593920,-19.18269178,0.048431430011987686,2890,0.4286875,0.3219059109687805,0.24520494971657172,0.7927301526069641,-0.004898619219602551,0.003,0.623486328125,-0.6468955326825381,0.2,,
1670,1160.74,356,291,595968,-19.68277255,0.11413770914077759,2900,0.36288148,0.33305883407592773,0.40934662220533935,0.693562239408493,0.014102878277481069,0.003,0.630908203125,-0.6310563003644347,0.2,,
1676,1160.74,356,292,598016,-19.211044300000005,0.10431160777807236,2910,0.3797609,0.319557785987854,0.24220459969947114,0.6603997647762299,0.006130996759748086,0.003,0.628662109375,-0.6037074668332935,0.2,,
,,,,600000,,0.3923186659812927,2920,0.4032529,0.327677845954895,0.9923103211913258,0.5791168510913849,0.01741366223577643,0.003,0.621923828125,-0.5738923799246549,0.2,-5.723278197722175,1092.4
1700,1160.74,352,293,600064,-19.245911680000003,,,,,,,,,,,,,
1705,1160.74,353,294,602112,-18.444820780000004,0.11321771889925003,2930,0.8773354,0.3280508518218994,0.3404496170114726,0.8099567294120789,0.016812093446787912,0.003,0.637255859375,-0.6329803388565779,0.2,,
1711,1149.93,353,295,604160,-18.354801750000004,0.05202385410666466,2940,0.7970841,0.3351466655731201,0.4187642804579809,0.7937671542167664,0.03420244705848745,0.003,0.68466796875,-0.6580353610217571,0.2,,
1716,1149.93,353,296,606208,-17.77754396,0.0976591557264328,2950,0.48329598,0.3209414482116699,0.3036825383664109,0.7493052780628204,0.015336198662407697,0.003,0.64033203125,-0.6007451198995113,0.2,,
1722,1149.93,353,297,608256,-17.75698972,0.050436317920684814,2960,0.6615331,0.31826651096343994,0.1312668074737303,0.917914517223835,0.0286307710892288,0.003,0.66669921875,-0.5687913598492742,0.2,,
1727,1149.93,353,298,610304,-17.6240455,0.10837527364492416,2970,0.37966132,0.31576991081237793,0.15509186632698402,0.9245683997869492,0.03017026325833285,0.003,0.65283203125,-0.5565978404134512,0.2,,
1733,1149.93,353,299,612352,-17.29570137,0.058123037219047546,2980,0.5212397,0.31229209899902344,0.629920443543233,0.75191929936409,0.01146359217382269,0.003,0.63662109375,-0.5581602705642581,0.2,,
1738,1149.93,353,300,614400,-17.412926069999997,0.12565350532531738,2990,0.36070037,0.3265306353569031,0.7358752687927336,0.7264010906219482,0.02047484721260844,0.003,0.636328125,-0.5841082999482751,0.2,,
1743,1149.93,353,301,616448,-17.18100965,0.03644166141748428,3000,2.51581,0.32711726427078247,0.15969269500346855,0.909711666405201,0.042400528144207784,0.003,0.70048828125,-0.6417325209826231,0.2,,
1749,1149.93,353,302,618496,-16.82327508,0.01799299195408821,3010,4.1670527,0.3162470757961273,0.1235847574658692,0.8845122680068016,0.047277591100282734,0.003,0.708984375,-0.6366467986255884,0.2,,
1754,1149.93,353,303,620544,-15.8869329,0.014503130689263344,3020,0.55517846,0.32392418384552,0.2880650831153616,0.7972705662250519,0.021213694322796073,0.003,0.6654296875,-0.5964950805529952,0.2,,
1760,1149.93,353,304,622592,-15.813299069999998,0.17470049858093262,3030,0.36589205,0.33326417207717896,0.678435762738809,0.7638451457023621,0.007920594608731336,0.003,0.643212890625,-0.605094769783318,0.2,,
1765,1149.93,353,305,624640,-15.456810079999999,0.031409814953804016,3040,0.35192633,0.33726388216018677,0.2518640724476427,0.5644492208957672,0.014559437923890074,0.003,0.62109375,-0.6727852128446102,0.2,,
1771,1149.93,353,306,626688,-15.57983818,0.12600162625312805,3050,0.36527878,0.3409650921821594,0.5390846435679123,0.8063593059778214,0.021035641360504086,0.003,0.625439453125,-0.6990476679056883,0.2,,
1776,1149.93,353,307,628736,-15.61887178,0.0690624862909317,3060,0.2879456,0.3333021402359009,0.28867977334884926,0.6705454587936401,0.01293722630070988,0.003,0.612451171875,-0.6798679679632187,0.2,,
1781,1149.93,353,308,630784,-15.48999481,0.055340252816677094,3070,0.40184987,0.33160269260406494,0.24650212561246007,0.7561411559581757,0.009412510028050746,0.003,0.63671875,-0.6679915165528655,0.2,,
1787,1144.61,354,309,632832,-15.244987980000001,0.014656031504273415,3080,0.29476392,0.3297939896583557,0.1236453102028463,0.7948510199785233,0.02119489127508132,0.003,0.616455078125,-0.6412323087453842,0.2,,
1793,1144.61,354,310,634880,-15.12841207,0.11783981323242188,3090,0.8478056,0.33199572563171387,0.9274336715927347,0.5301788449287415,0.008818102860823273,0.003,0.66181640625,-0.6640256486833096,0.2,,
1798,1144.61,354,311,636928,-15.48483877,0.1013973206281662,3100,0.7829979,0.3240300416946411,0.260133324819617,0.777357280254364,0.0016833883870276622,0.003,0.62548828125,-0.6484520047903061,0.2,,
1803,1144.61,354,312,638976,-15.475359909999998,-0.02269718050956726,3110,0.5073552,0.3188425898551941,0.22298554230947049,0.78730309009552,0.007514850179722999,0.003,0.63896484375,-0.61446125023067,0.2,,
1809,1144.61,354,313,641024,-15.69009453,0.027356967329978943,3120,0.41445744,0.3146008253097534,0.23313911107834429,0.7401443421840668,0.01843146265564428,0.003,0.639794921875,-0.5598786430433392,0.2,,
1814,1144.61,354,314,643072,-15.626027419999998,0.09081095457077026,3130,0.5929332,0.3147916793823242,0.2754717375850305,0.8801200836896896,0.012429261120269075,0.003,0.647119140625,-0.5819134060293436,0.2,,
1820,1144.61,354,315,645120,-15.632517909999997,0.028842514380812645,3140,0.9733607,0.3103832006454468,0.18872373427730055,0.8686296194791794,0.00969868760148529,0.003,0.704541015625,-0.5839685084298253,0.2,,
1825,1144.61,354,316,647168,-15.626533519999999,0.13245652616024017,3150,4.4599705,0.2858133316040039,0.25911466632969676,0.9242837801575661,0.15032469115394634,0.003,0.76015625,-0.4153634669259191,0.2,,
1830,1144.61,354,317,649216,-15.51729265,0.1882597655057907,3160,1.2416825,0.2918239235877991,0.23076545940712095,0.9048679545521736,0.03288689333276125,0.003,0.68779296875,-0.4045098707079887,0.2,,
1836,1144.61,354,318,651264,-15.50661853,0.06858815252780914,3170,0.8973806,0.28202885389328003,0.20552967763505875,0.8623358905315399,0.008472129955771379,0.003,0.668994140625,-0.3711582776159048,0.2,,
1841,1144.61,354,319,653312,-16.02038908,0.05597284063696861,3180,0.615636,0.2830122113227844,0.16746422218857332,0.7350620329380035,0.025158939612447286,0.003,0.6798828125,-0.33929544389247895,0.2,,
1847,1144.61,354,320,655360,-15.484704849999998,0.2967069447040558,3190,1.2356447,0.2810480296611786,0.12935924611520022,0.8780863061547279,0.014285785461834167,0.003,0.6775390625,-0.32881193831562994,0.2,,
1852,1144.61,354,321,657408,-15.436491309999994,0.5916473865509033,3200,0.6194568,0.28060030937194824,0.5049945428036153,0.722498744726181,0.01319923302216921,0.003,0.664306640625,-0.32937720231711864,0.2,,
1857,1144.61,354,322,659456,-15.647536199999998,0.04188457131385803,3210,0.6964667,0.27631402015686035,0.31061944670509545,0.7450518906116486,0.01863831879963982,0.003,0.67685546875,-0.2967924479395151,0.2,,
1863,1144.61,355,323,661504,-15.858158359999997,0.11067710071802139,3220,0.3534529,0.29147017002105713,0.3055403140140697,0.5761247873306274,0.03727823166700546,0.003,0.681396484375,-0.3678507195785642,0.2,,
1868,1144.61,355,324,663552,-15.558712219999997,0.03478173911571503,3230,0.3703733,0.2937411665916443,0.2710198813816532,0.6163617074489594,0.01837376314069843,0.003,0.651611328125,-0.41284154653549193,0.2,,
1873,1144.61,355,325,665600,-15.119761509999998,0.10632249712944031,3240,0.42000782,0.30106794834136963,0.17256562308175488,0.49511075019836426,0.020897150176460856,0.003,0.657373046875,-0.4498770203441381,0.2,,
1878,1144.61,355,326,667648,-15.2190376,0.05598408728837967,3250,1.0359013,0.29634788632392883,0.6927695610327647,0.5789628326892853,0.00788610663585132,0.003,0.69951171875,-0.46591046415269377,0.2,,
1884,1144.61,355,327,669696,-15.111924639999998,0.23214900493621826,3260,0.46771502,0.3044000267982483,0.5619372680783272,0.6770875453948975,0.03563806206948357,0.003,0.692822265625,-0.4630107684060931,0.2,,
1889,1144.61,355,328,671744,-14.921724359999999,0.0621383935213089,3270,0.45329067,0.3091244697570801,0.21208955249749123,0.5723783671855927,0.04175158734433353,0.003,0.666943359375,-0.5278485925868154,0.2,,
1895,1144.61,355,329,673792,-14.789350009999998,0.22967223823070526,3280,0.41278994,0.31837379932403564,0.5190474920906126,0.6863466799259186,0.021793293629889375,0.003,0.6453125,-0.5233945338055491,0.2,,
1900,1144.61,355,330,675840,-14.650986889999999,0.03903048112988472,3290,1.1598485,0.31660282611846924,0.17018581879092382,0.47321557998657227,0.02363640070107067,0.003,0.692333984375,-0.5781670654192567,0.2,,
1905,1151.02,355,331,677888,-14.97024794,0.09521401673555374,3300,0.4194659,0.31061941385269165,0.29845492892200126,0.7765717059373856,0.006433378720248584,0.003,0.6609375,-0.5623645883053541,0.2,,
1911,1151.02,355,332,679936,-13.612273190000003,-0.037457775324583054,3310,0.5605168,0.3071986734867096,0.29152477271854876,0.6886360347270966,0.00035858390619978307,0.003,0.645556640625,-0.5449254028499126,0.2,,
1916,1151.02,355,333,681984,-13.631912680000003,0.31874948740005493,3320,0.3332194,0.30761539936065674,0.9593481542542577,0.8650692254304886,0.018052054198051337,0.003,0.612060546875,-0.5060107523575426,0.2,,
1921,1151.02,355,334,684032,-13.377055660000002,0.016927916556596756,3330,2.043181,0.2921612858772278,0.23938018962508067,0.9120751917362213,0.001973055221606046,0.003,0.706982421875,-0.4784724762663245,0.2,,
1926,1151.02,356,335,686080,-13.649572959999999,0.053784459829330444,3340,0.5621419,0.28971004486083984,0.35211063460446895,0.8830958306789398,0.008269498323352309,0.003,0.672265625,-0.411174114048481,0.2,,
1931,1151.02,356,336,688128,-14.05982214,0.09746000915765762,3350,0.9244311,0.3021206855773926,0.26483064237982035,0.8509920835494995,0.023520313926564996,0.003,0.6984375,-0.4538865895941854,0.2,,
1937,1151.02,356,337,690176,-13.723405959999997,0.034359678626060486,3360,0.46166542,0.30216217041015625,0.4802273298846558,0.8675901889801025,-0.000530542217893526,0.003,0.623486328125,-0.47898341324180366,0.2,,
1942,1151.02,356,338,692224,-13.859501579999998,0.04396585375070572,3370,0.7511929,0.29904869198799133,0.7648625954054296,0.7366445362567902,0.007186883926624432,0.003,0.67021484375,-0.4434555685147643,0.2,,
1947,1151.02,356,339,694272,-14.479336949999999,0.06142116338014603,3380,0.5873886,0.2938579320907593,0.32164362978655847,0.8293130844831467,0.011137270298786462,0.003,0.65654296875,-0.44224534593522546,0.2,,
1953,1151.02,356,340,696320,-14.443301060000001,0.03900294750928879,3390,0.58348894,0.2884780168533325,0.47731915484182535,0.7982290834188461,0.00946474798838608,0.003,0.64375,-0.412718646787107,0.2,,
1958,1151.02,356,341,698368,-14.902419070000002,0.14277592301368713,3400,0.63724124,0.297415554523468,0.49552757416386156,0.8892165943980217,0.02909222428279463,0.003,0.6634765625,-0.4232393840327859,0.2,,
,,,,700000,,0.1244000643491745,3410,0.65138304,0.2905780076980591,0.5217821583617479,0.8667846173048019,0.002626512722054031,0.003,0.665771484375,-0.4103855540975928,0.2,-18.963892844183285,1083.5
1982,1162.8,353,342,700416,-14.837650750000002,,,,,,,,,,,,,
1987,1162.8,353,343,702464,-14.919471909999997,0.07476785778999329,3420,0.57520324,0.2905687093734741,0.6238263951032422,0.8037390857934952,0.0022032721593859606,0.003,0.649267578125,-0.4046036103740335,0.2,,
1992,1162.48,353,344,704512,-14.52415524,0.034473028033971786,3430,2.0086474,0.28285256028175354,0.36202660985291,0.9028297960758209,0.02622706809779629,0.003,0.741845703125,-0.3598563402891159,0.2,,
1997,1162.48,353,345,706560,-14.215594030000002,0.04474961385130882,3440,0.8580262,0.2865787744522095,0.3701794758206233,0.5584855377674103,0.0192367184557952,0.003,0.65556640625,-0.3374757766723633,0.2,,
2003,1162.48,353,346,708608,-14.153004529999999,0.011900968849658966,3450,0.88008213,0.27668297290802,0.2552141065709293,0.8694974333047867,0.023486664224765263,0.003,0.64775390625,-0.3390347512438893,0.2,,
2008,1172.62,353,347,710656,-13.54708406,0.09389375895261765,3460,0.8690002,0.277584046125412,0.4317951588425785,0.8169723153114319,0.015882107955985703,0.003,0.692724609375,-0.3355798661708832,0.2,,
2013,1172.62,353,348,712704,-12.60190645,0.11969118565320969,3470,1.2009892,0.2730133831501007,0.20826735080918296,0.8400804847478867,0.005575975854299031,0.003,0.63935546875,-0.3046751104295254,0.2,,
2019,1172.62,353,349,714752,-13.433909319999998,0.034436386078596115,3480,0.768467,0.2653396725654602,0.5062155382940545,0.7358967959880829,0.028119681324460542,0.003,0.6890625,-0.26155989393591883,0.2,,
2024,1172.62,354,350,716800,-13.518496719999998,0.026458386331796646,3490,0.6953242,0.2649005651473999,0.24820083442609758,0.809290423989296,0.014894611784256995,0.003,0.69140625,-0.2210499133914709,0.2,,
2029,1172.62,354,351,718848,-14.15178938,0.14362691342830658,3500,0.86939687,0.2602630853652954,0.37825263463892045,0.8304754942655563,0.02861097431741655,0.003,0.695458984375,-0.18286058977246283,0.2,,
2034,1183.43,354,352,720896,-14.261482350000001,0.05950506776571274,3510,1.0553417,0.26201823353767395,0.34507554119918493,0.8233717978000641,0.04109451870390331,0.003,0.706396484375,-0.20101485662162305,0.2,,
2040,1183.43,354,353,722944,-14.228913160000001,0.007160495966672897,3520,0.8800162,0.26725661754608154,0.20620989103335888,0.8551577180624008,0.037592475264682436,0.003,0.72392578125,-0.26090203449130056,0.2,,
2045,1183.43,354,354,724992,-13.919735960000002,0.02917579561471939,3530,0.53341424,0.273550808429718,0.23845564767252653,0.7192801237106323,0.01480444606859237,0.003,0.6623046875,-0.24355281740427018,0.2,,
2050,1176.55,354,355,727040,-13.533126990000003,0.06245214492082596,3540,0.616464,0.27277928590774536,0.9724844037904404,0.589213639497757,0.02361485540677677,0.003,0.667578125,-0.2923067547380924,0.2,,
2056,1176.55,354,356,729088,-13.59891002,0.06018134579062462,3550,2.7299232,0.2666059732437134,0.7880971336970106,0.6293825805187225,0.01518666366901016,0.003,0.702783203125,-0.23700849413871766,0.2,,
2061,1176.55,354,357,731136,-13.70973942,0.02686568722128868,3560,0.69469154,0.26832520961761475,0.28983467458747325,0.8524559438228607,0.09794820483512012,0.003,0.67412109375,-0.2373955614864826,0.2,,
2066,1176.55,354,358,733184,-13.747910159999998,0.09109099209308624,3570,1.1452745,0.2880384922027588,0.6383415706921369,0.6718009412288666,0.07118869006626483,0.003,0.758251953125,-0.3026764612644911,0.2,,
2072,1176.55,354,359,735232,-13.68642345,0.03951369225978851,3580,1.3607657,0.27126431465148926,0.3234770415350795,0.9166708886623383,0.019705449388129636,0.003,0.689697265625,-0.32060307171195745,0.2,,
2077,1176.55,354,360,737280,-13.922202770000002,-0.016727356240153313,3590,0.41879725,0.26783859729766846,0.19426257287850604,0.8091913312673569,0.03683226379216649,0.003,0.637255859375,-0.21567961797118188,0.2,,
2082,1176.55,354,361,739328,-13.797712399999998,0.04745956137776375,3600,0.5078557,0.26736217737197876,0.36521894405595956,0.8761823549866676,0.015798012448067313,0.003,0.66337890625,-0.2616170793771744,0.2,,
2088,1176.55,355,362,741376,-13.720949959999999,0.13086098432540894,3610,0.49516153,0.26972317695617676,0.39154179743491113,0.35309290885925293,0.019038180801726413,0.003,0.657861328125,-0.24897155351936817,0.2,,
2093,1176.55,355,363,743424,-14.011651070000001,0.13748884201049805,3620,2.641639,0.26069375872612,0.8009007486747578,0.7763040363788605,0.032352538875420576,0.003,0.715869140625,-0.19491296634078026,0.2,,
2098,1176.55,355,364,745472,-14.102640169999999,0.03926360234618187,3630,0.6962963,0.25753945112228394,0.2255036180955358,0.8041298687458038,0.03229438866255805,0.003,0.70341796875,-0.1819269686937332,0.2,,
2104,1176.55,355,365,747520,-14.099236329999998,0.07158531993627548,3640,1.9507552,0.2604299783706665,0.2977058154996485,0.565530925989151,0.026558590060449205,0.003,0.680078125,-0.17902825698256492,0.2,,
2109,1176.55,355,366,749568,-14.0138303,0.013992875814437866,3650,1.3786314,0.2677695155143738,0.4198518601711839,0.7216872870922089,0.03599262167990673,0.003,0.75634765625,-0.2489743735641241,0.2,,
2114,1181.87,355,367,751616,-14.630347369999999,0.062374651432037354,3660,0.83263457,0.26432645320892334,0.2545364292920567,0.7571153789758682,0.03600269123417092,0.003,0.709619140625,-0.23825124390423297,0.2,,
2119,1181.87,355,368,753664,-14.57966497,0.046866826713085175,3670,0.86874926,0.25851526856422424,0.3432722421362996,0.7887369096279144,0.01470017631945666,0.003,0.6755859375,-0.21722414940595627,0.2,,
2125,1181.87,355,369,755712,-14.69426698,0.2070239782333374,3680,0.7645649,0.2671147882938385,0.46151740634813904,0.53830686211586,0.03103025492018787,0.003,0.712890625,-0.19736159779131413,0.2,,
2130,1181.87,355,370,757760,-14.59039032,0.13758428394794464,3690,0.50122154,0.27186575531959534,0.2613705443101935,0.5351271331310272,0.021070703894656616,0.003,0.696923828125,-0.2637544021010399,0.2,,
2135,1181.87,355,371,759808,-14.011788069999998,0.013881759718060493,3700,1.6320778,0.26506808400154114,0.14890512416604906,0.8172637671232224,0.011842679601977579,0.003,0.697119140625,-0.25602156333625314,0.2,,
2140,1181.87,355,372,761856,-14.02221292,0.11184453964233398,3710,0.7064924,0.26600250601768494,0.3521131571615115,0.8772313222289085,0.015234467758273241,0.003,0.68779296875,-0.21529241912066938,0.2,,
2146,1181.87,355,373,763904,-14.454617599999999,0.06045140326023102,3720,1.6144433,0.256692111492157,0.511049694311805,0.8938573226332664,0.00758726061321795,0.003,0.6921875,-0.18190560303628445,0.2,,
2151,1181.87,356,374,765952,-14.27898202,0.19144609570503235,3730,0.98456883,0.252098023891449,0.8314470194047316,0.7344960570335388,0.016449483625910942,0.003,0.705810546875,-0.12572110407054424,0.2,,
2156,1180.0,356,375,768000,-15.143814590000003,0.050475627183914185,3740,6.96629,0.24056455492973328,0.24555364693515003,0.9246024936437607,0.026082269997277762,0.003,0.780224609375,-0.0557155430316925,0.2,,
2162,1180.0,356,376,770048,-15.088586300000005,0.07570292800664902,3750,0.53592706,0.23726609349250793,0.7078248997451737,0.7083891928195953,0.013416584870719816,0.003,0.668701171875,-0.024425341933965682,0.2,,
2167,1180.0,356,377,772096,-15.276505090000002,0.08112816512584686,3760,4.9631853,0.24615654349327087,0.20584686503279953,0.7986812591552734,0.06199960084777558,0.003,0.817236328125,-0.06707917489111423,0.2,,
2172,1180.0,356,378,774144,-16.14439737,0.05541680380702019,3770,1.1266677,0.24990391731262207,0.29833707665093245,0.9007156938314438,0.02232638282730477,0.003,0.706298828125,-0.11157917380332946,0.2,,
2178,1180.0,356,379,776192,-16.25231828,0.018326953053474426,3780,0.9575891,0.24022571742534637,0.7404835067340173,0.8163845241069794,0.006520028656814248,0.003,0.66865234375,-0.0632957674562931,0.2,,
2183,1180.0,356,380,778240,-16.046285729999997,0.008662082254886627,3790,2.740945,0.2335619330406189,0.2800866414909251,0.6928489208221436,0.03206556400982663,0.003,0.738671875,-0.01278396211564541,0.2,,
2189,1180.0,356,381,780288,-16.15757781,0.03779512271285057,3800,2.4550009,0.23793098330497742,0.25047625359147785,0.9098819196224213,0.055740710745885734,0.003,0.768359375,-0.015309949591755866,0.2,,
2194,1180.0,356,382,782336,-16.22020606,0.2160760462284088,3810,1.5278559,0.24099823832511902,0.3109223460080102,0.8061171174049377,0.048449602218170185,0.003,0.74755859375,-0.03038614019751549,0.2,,
2200,1169.23,356,383,784384,-16.01214043,0.03747773543000221,3820,2.6389914,0.23575888574123383,0.19667355391429736,0.8647361546754837,0.00989172515401151,0.003,0.72119140625,-0.015404679998755454,0.2,,
2206,1169.23,356,384,786432,-16.49179818,0.1562994122505188,3830,11.528976,0.25668883323669434,0.29068419471150264,0.42162424325942993,0.042547587346780345,0.003,0.826611328125,-0.10933294482529163,0.2,,
2211,1169.23,356,385,788480,-16.65006178,0.19978263974189758,3840,2.1653337,0.25860297679901123,0.1924780319794081,0.927059106528759,0.03964258037740365,0.003,0.745166015625,-0.19090165980160237,0.2,,
2216,1169.23,356,386,790528,-16.70408901,0.052981048822402954,3850,0.90960336,0.26710328459739685,0.0838660232780967,0.6646107733249664,0.05967555682072998,0.003,0.722509765625,-0.21380244717001914,0.2,,
2222,1169.23,356,387,792576,-16.43751544,0.10170839726924896,3860,0.5532721,0.2728869318962097,0.42253579245880246,0.8701374977827072,0.02172256976846256,0.003,0.69873046875,-0.2965559531003237,0.2,,
2227,1169.23,356,388,794624,-16.468361230000003,0.029919013381004333,3870,1.0974646,0.2727675139904022,0.14523614007048308,0.8686341047286987,0.049498973918525736,0.003,0.745556640625,-0.2978749740868807,0.2,,
2232,1169.23,356,389,796672,-16.90566047,0.058535970747470856,3880,2.7065973,0.25899720191955566,0.21124104615300893,0.9328809753060341,0.010551795134961139,0.003,0.725537109375,-0.2278853364288807,0.2,,
2238,1169.23,356,390,798720,-17.51969855,0.09346349537372589,3890,1.0632734,0.25785723328590393,0.19527479984099044,0.9227183386683464,0.02111181882501114,0.003,0.68916015625,-0.17422939501702786,0.2,,
,,,,800000,,0.027112381532788277,3900,0.89621365,0.2624768912792206,0.16910028734710067,0.7546927630901337,0.036427825327700704,0.003,0.73544921875,-0.179544498026371,0.2,-19.832988806974573,1200.0
