time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates,train/approx_kl,train/std,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length
721,1152.5,360,127,260096,-6.557185110000001,0.1510900855064392,1260,0.14837751,0.43259337544441223,0.4444591392064467,0.676480621099472,0.003999082838709001,0.003,0.48359375,-1.1117481175810098,0.2,,
726,1152.5,360,128,262144,-6.1881328,0.053861167281866074,1270,0.25615257,0.42632919549942017,0.23417244059965014,0.7943855226039886,0.009263275883859024,0.003,0.54599609375,-1.114197639375925,0.2,,
732,1152.5,360,129,264192,-6.04237628,0.11346890777349472,1280,0.16611886,0.43394139409065247,0.6754726607818157,0.66847825050354,-0.0038880532825714908,0.003,0.490234375,-1.1258356906473637,0.2,,
737,1152.5,360,130,266240,-6.000083,0.13917288184165955,1290,0.17209226,0.4339976906776428,0.4375804145820439,0.4578877091407776,-0.002683868844178505,0.003,0.5091796875,-1.125567303597927,0.2,,
743,1152.5,360,131,268288,-6.090440799999999,0.04410010576248169,1300,0.15047204,0.44401565194129944,0.3593165312195197,0.6332609355449677,-0.008462204760871828,0.003,0.5009765625,-1.1725601263344287,0.2,,
748,1152.5,361,132,270336,-6.287824229999999,-0.008750934153795242,1310,0.15289971,0.435699999332428,0.26889443764230236,0.6055886745452881,-0.0018387007759884,0.003,0.5052734375,-1.1727177679538727,0.2,,
754,1152.5,361,133,272384,-6.707163559999999,0.21725302934646606,1320,0.14791825,0.43229377269744873,0.7277720044832676,0.8834397420287132,-0.006060263121617027,0.003,0.489013671875,-1.1444018568843604,0.2,,
759,1152.5,361,134,274432,-6.46188841,0.02866353839635849,1330,0.17515957,0.42656201124191284,0.2462296548532322,0.6965234577655792,-0.008818177727516741,0.003,0.46826171875,-1.1097418945282698,0.2,,
764,1152.5,361,135,276480,-6.712813970000001,0.20097976922988892,1340,0.15715203,0.429118812084198,1.0738197264960037,0.6009223759174347,-0.008923729813977843,0.003,0.500732421875,-1.1075884468853474,0.2,,
770,1152.5,361,136,278528,-6.796343080000001,0.0012717023491859436,1350,0.28447372,0.4282360076904297,1.0218810080783443,0.8024110943078995,0.004012142551073339,0.003,0.54931640625,-1.0907113824039698,0.2,,
775,1152.5,361,137,280576,-6.70250162,0.10412938892841339,1360,0.163543,0.42295199632644653,0.36927867447957397,0.9321022629737854,0.00691617372649489,0.003,0.49931640625,-1.0906464532017708,0.2,,
781,1152.5,361,138,282624,-6.378083419999999,0.17781466245651245,1370,0.19887535,0.42712926864624023,0.7410340851405636,0.8263706564903259,0.014299123141972814,0.003,0.508251953125,-1.072027387842536,0.2,,
786,1152.5,361,139,284672,-6.385642479999999,0.0374368354678154,1380,0.16853705,0.420636385679245,0.381874891044572,0.2905101180076599,-0.008177234570030122,0.003,0.5162109375,-1.0938211549073458,0.2,,
791,1152.5,362,140,286720,-6.317150990000001,0.043208569288253784,1390,0.19777633,0.42379480600357056,0.5023427504114807,0.7921555638313293,-0.005403845819819253,0.003,0.487353515625,-1.1150114238262177,0.2,,
796,1152.5,362,141,288768,-6.04223922,0.051821187138557434,1400,0.20400766,0.41159185767173767,0.3568319142563269,0.87310691177845,-0.00032195346720982344,0.003,0.5400390625,-1.0760317381471396,0.2,,
802,1152.5,362,142,290816,-5.81060386,0.04146888852119446,1410,0.2144068,0.40787214040756226,0.34754303463269026,0.8316455334424973,0.007859332533553243,0.003,0.544287109375,-1.0519874766469002,0.2,,
807,1152.5,362,143,292864,-6.166799599999999,0.05215984210371971,1420,0.1486558,0.40428677201271057,0.2389786963816732,0.7302231192588806,-0.004094449171680026,0.003,0.50517578125,-1.0348221309483052,0.2,,
812,1152.5,362,144,294912,-6.153179659999999,0.06230872496962547,1430,0.19166216,0.4028586149215698,0.2761946625774726,0.8626904189586639,0.009902680701634381,0.003,0.525439453125,-1.002047880552709,0.2,,
818,1152.5,362,145,296960,-6.30860084,0.07080796360969543,1440,0.18349782,0.39071547985076904,0.4186157515505329,0.652542769908905,0.0065911224068258886,0.003,0.521142578125,-0.9541617266833782,0.2,,
823,1152.5,363,146,299008,-6.243358580000001,0.03507658466696739,1450,0.2343702,0.3908159136772156,0.23456638890784234,0.813843309879303,0.010408755669777748,0.003,0.550634765625,-0.9545568345114589,0.2,,
,,,,300000,,0.011628568172454834,1460,0.17196164,0.3976086378097534,0.29161800814326855,0.8840483948588371,0.002831599273486063,0.003,0.5091796875,-0.9849513500928879,0.2,-10.655260704994976,1171.2
847,1162.85,355,147,301056,-6.841319730000001,,,,,,,,,,,,,
853,1162.85,355,148,303104,-6.217962020000001,0.08634310960769653,1470,0.24501345,0.38752031326293945,0.6521040414925665,0.9061384126543999,-0.009887445939239115,0.003,0.4953125,-0.9615383017808199,0.2,,
858,1162.85,355,149,305152,-6.192249690000001,0.09901084005832672,1480,0.15701114,0.3938068151473999,0.6478840173222125,0.643185019493103,-0.00019166578276781366,0.003,0.540576171875,-0.9652412295341491,0.2,,
863,1162.85,355,150,307200,-6.405308830000001,0.06609581410884857,1490,0.13270457,0.396112859249115,0.2667234336724505,0.7216322422027588,0.017611184064298867,0.003,0.48916015625,-0.9467120675370098,0.2,,
869,1162.85,355,151,309248,-6.7931421200000015,0.03913306072354317,1500,0.21269946,0.396242618560791,0.2525543592637405,0.7917796671390533,0.0028366502447170205,0.003,0.536279296875,-0.9683690227568149,0.2,,
874,1163.0,355,152,311296,-6.196121560000002,0.00546906515955925,1510,0.29477543,0.38626837730407715,0.3600178498541936,0.044566452503204346,-0.0036462941141508056,0.003,0.556298828125,-0.9428994378075004,0.2,,
879,1163.0,356,153,313344,-6.0713623000000005,0.007969804108142853,1520,0.8769715,0.36913666129112244,0.28894592345459386,0.8667612373828888,0.009061863078386523,0.003,0.6048828125,-0.8766237674281001,0.2,,
884,1163.0,356,154,315392,-5.543636279999999,0.03236023709177971,1530,1.3462249,0.370603084564209,0.23545784766320138,0.882513590157032,0.04112302425637608,0.003,0.613134765625,-0.8707333149388432,0.2,,
890,1163.0,356,155,317440,-5.833507390000001,0.025148149579763412,1540,0.17875126,0.3674875795841217,0.8258969006827102,0.5962186753749847,-0.0008015344850718975,0.003,0.546484375,-0.8436158899217844,0.2,,
895,1169.43,356,156,319488,-6.354721539999999,0.08090101182460785,1550,0.3359136,0.3711804151535034,0.2572963292710483,0.8302520662546158,0.0068123865989036855,0.003,0.58974609375,-0.8551129274070263,0.2,,
900,1169.43,356,157,321536,-5.281650759999999,0.1608532816171646,1560,0.33256355,0.37290865182876587,0.17104140407172963,0.8968125954270363,0.037011634166992734,0.003,0.599267578125,-0.8312082894146442,0.2,,
906,1169.43,357,158,323584,-5.934439109999997,0.027937598526477814,1570,0.32912302,0.37211453914642334,0.6914228102425113,0.8331815153360367,0.010014675049751532,0.003,0.555810546875,-0.8358177915215492,0.2,,
911,1169.43,357,159,325632,-6.694474329999999,0.12232016026973724,1580,0.23908009,0.3722785711288452,0.43542897428851574,0.6478275954723358,-0.004809548531193286,0.003,0.564501953125,-0.827414776571095,0.2,,
916,1176.11,357,160,327680,-7.537086369999998,0.1179511770606041,1590,0.22737888,0.37751391530036926,0.41360146380029617,0.47833311557769775,0.003080304434479331,0.003,0.569775390625,-0.8477381747215986,0.2,,
922,1179.07,357,161,329728,-6.076747499999999,0.03928130492568016,1600,0.27520072,0.38041257858276367,0.293280380172655,0.8168850392103195,0.00560818740632385,0.003,0.57939453125,-0.874660461395979,0.2,,
927,1167.72,357,162,331776,-6.710717559999999,0.06583406031131744,1610,2.2313948,0.3679300546646118,1.390224585821852,0.7524440288543701,0.007056418601132463,0.003,0.5970703125,-0.8381748255342245,0.2,,
932,1167.72,357,163,333824,-6.937137339999998,0.03736526146531105,1620,0.26155978,0.3583473265171051,0.6660104349255562,0.5262852013111115,-0.008362980528909247,0.003,0.56328125,-0.7731974916532636,0.2,,
938,1167.72,358,164,335872,-6.887862909999998,0.08500906080007553,1630,0.24758647,0.3514353632926941,0.6648586444789544,0.5140182077884674,0.02022569167020265,0.003,0.583349609375,-0.7162801649421453,0.2,,
943,1177.15,358,165,337920,-6.670041049999998,0.07921238243579865,1640,0.28414786,0.355184406042099,0.283420792222023,0.8305329233407974,0.020028018814628012,0.003,0.591162109375,-0.7535517053678632,0.2,,
948,1177.15,358,166,339968,-6.635986190000001,-0.021943695843219757,1650,4.3155212,0.3535076379776001,0.34489033196587116,0.9110887423157692,0.007257209916133434,0.003,0.65087890625,-0.7415109626948834,0.2,,
954,1177.15,358,167,342016,-6.374813359999999,0.09258605539798737,1660,0.80185413,0.36655253171920776,0.3600737055996433,0.6554106771945953,0.0042773238819791,0.003,0.6279296875,-0.7862413743510842,0.2,,
959,1177.15,358,168,344064,-6.4037460699999995,0.051437247544527054,1670,0.27565783,0.37091144919395447,0.2756008494296111,0.6602352559566498,0.012991720443824305,0.003,0.593994140625,-0.8487121341750026,0.2,,
964,1177.15,358,169,346112,-7.1005986199999995,0.05459123104810715,1680,0.29020315,0.36512625217437744,0.3609324446646497,0.750853881239891,-0.0013026659958995878,0.003,0.5841796875,-0.8345105839893222,0.2,,
970,1177.15,358,170,348160,-7.6089427,0.02767263352870941,1690,0.295264,0.362840473651886,0.35626502921804787,0.7461218535900116,-0.003638824047084199,0.003,0.59130859375,-0.8322345247492194,0.2,,
975,1177.15,358,171,350208,-8.151388029999998,0.035118572413921356,1700,0.3209191,0.3783928155899048,0.22153450375190004,0.8001373559236526,0.019119875261094422,0.003,0.621337890625,-0.9057275671511889,0.2,,
981,1177.15,359,172,352256,-8.06814601,0.004009384661912918,1710,0.3105607,0.37893614172935486,0.19367060411022977,0.834747925400734,0.005686217822949402,0.003,0.585888671875,-0.9324495431035758,0.2,,
986,1177.15,359,173,354304,-8.40221981,0.026389524340629578,1720,0.26382804,0.37240350246429443,0.4291471389122307,0.7167206704616547,0.013343410965171642,0.003,0.573828125,-0.8664961989969016,0.2,,
991,1177.15,359,174,356352,-8.65430647,0.008723340928554535,1730,0.56938183,0.3738006055355072,0.2972436663811095,0.9157745689153671,0.003460915290634148,0.003,0.5994140625,-0.8704942801967264,0.2,,
997,1177.15,359,175,358400,-8.183868879999999,0.05428189039230347,1740,0.24005462,0.3908565640449524,0.18739474822068586,0.2535473704338074,0.02538927229034016,0.003,0.58974609375,-0.9402644459158183,0.2,,
1002,1177.15,359,176,360448,-9.385772349999998,0.14947272837162018,1750,0.25499162,0.374215304851532,0.6433651086408645,0.7992443740367889,-0.0029417999285215046,0.003,0.539111328125,-0.8987240945920348,0.2,,
1008,1177.15,359,177,362496,-9.343789589999998,0.043181873857975006,1760,0.827191,0.37613654136657715,0.1645655399071984,0.9225321114063263,0.014751216366130393,0.003,0.5794921875,-0.8805476620793342,0.2,,
1013,1177.93,359,178,364544,-9.250372289999998,0.007860276848077774,1770,0.28344566,0.37347376346588135,0.15116618267493323,0.8540445119142532,0.011921953024284448,0.003,0.561279296875,-0.8919117523357272,0.2,,
1019,1177.93,359,179,366592,-7.85131353,0.037882354110479355,1780,0.31671304,0.3783257007598877,0.5323378212749958,0.8415842056274414,0.0014213991889846511,0.003,0.569091796875,-0.8896090365946293,0.2,,
1024,1177.93,359,180,368640,-7.757903160000001,0.6094540953636169,1790,0.22352263,0.37653830647468567,1.184966057864949,0.8331164121627808,0.0008775918584433384,0.003,0.544775390625,-0.8895914413034915,0.2,,
1030,1177.93,359,181,370688,-8.097905070000001,0.08741739392280579,1800,0.27396682,0.3751593232154846,0.3866070676362142,0.8609288185834885,-0.009284977172501385,0.003,0.54892578125,-0.8650433139875531,0.2,,
1035,1177.67,359,182,372736,-8.538672190000002,0.00023642554879188538,1810,0.6058768,0.35329681634902954,0.2998826523660682,0.8350540995597839,0.007611057591566351,0.003,0.63505859375,-0.7869174277409912,0.2,,
1040,1186.97,360,183,374784,-8.985206980000001,0.08070138096809387,1820,0.4198723,0.3579966425895691,0.35486872248584406,0.7967676222324371,0.010857834509806708,0.003,0.586865234375,-0.7930665047839284,0.2,,
1046,1186.97,360,184,376832,-8.792025259999999,-0.014844752848148346,1830,0.2988213,0.35629603266716003,0.3099653347511776,0.8537684679031372,-0.0017429057930712587,0.003,0.58876953125,-0.7925139149650932,0.2,,
1052,1186.97,360,185,378880,-8.974018939999999,0.09494808316230774,1840,0.37296197,0.3599805235862732,0.2625353216426447,0.9436434656381607,0.00477250155818183,0.003,0.5625,-0.7719893675297499,0.2,,
1057,1186.97,360,186,380928,-9.515671559999998,0.054799169301986694,1850,1.3870878,0.34840407967567444,0.2559097673976794,0.8864354640245438,0.011970136365562212,0.003,0.614599609375,-0.7886110544204712,0.2,,
1063,1186.97,360,187,382976,-9.705741960000001,0.11022311449050903,1860,0.3413992,0.3332602381706238,0.3738217842997983,0.6950657069683075,0.0018920842121588066,0.003,0.58330078125,-0.6956387406215072,0.2,,
1068,1186.97,360,188,385024,-9.969527899999997,0.09734717756509781,1870,0.39674938,0.3402760624885559,0.304312421195209,0.913962334394455,0.011465121625224128,0.003,0.629052734375,-0.6934100143611431,0.2,,
1074,1186.97,360,189,387072,-9.92463682,0.022436022758483887,1880,0.3713824,0.3438963294029236,0.24917586819501594,0.8425720483064651,0.011720270566365798,0.003,0.579541015625,-0.7309352803975344,0.2,,
1079,1186.97,360,190,389120,-9.303994440000002,0.05278868228197098,1890,0.44264546,0.33534836769104004,0.32871910512913016,0.839838370680809,0.010431387070275378,0.003,0.61162109375,-0.6912306534126401,0.2,,
1085,1186.97,360,191,391168,-9.3131219,0.014517612755298615,1900,0.55402696,0.3384685218334198,0.41216095827985555,0.649564266204834,0.032245091928052715,0.003,0.636572265625,-0.6845347629860044,0.2,,
1090,1186.97,360,192,393216,-9.82735696,0.16525158286094666,1910,0.21113136,0.3455929160118103,0.5984637265093624,0.7152062654495239,0.00397412827151129,0.003,0.569287109375,-0.7094155410304666,0.2,,
1096,1183.45,360,193,395264,-10.52142977,0.04007445648312569,1920,0.48723876,0.34239810705184937,0.16664419051958249,0.9299433827400208,0.014518438300001435,0.003,0.63447265625,-0.718043033964932,0.2,,
1101,1183.45,360,194,397312,-10.771078100000002,0.02022085338830948,1930,0.39949363,0.33966290950775146,0.35987304172012957,0.7230542600154877,0.003917831401486183,0.003,0.53671875,-0.7248975712805986,0.2,,
1107,1183.45,360,195,399360,-10.844842510000001,0.07810721546411514,1940,0.30152276,0.34492188692092896,0.20139717641286553,0.7532435208559036,0.02049791206372902,0.003,0.593994140625,-0.7117591563612222,0.2,,
,,,,400000,,0.022381726652383804,1950,0.3702529,0.3425673842430115,0.21660698932828382,0.5406151115894318,0.01284236845531268,0.003,0.58583984375,-0.7450574470683933,0.2,-26.54230813102613,1105.4
1131,1183.45,354,196,401408,-10.975489549999999,,,,,,,,,,,,,
1136,1183.45,354,197,403456,-11.04669009,0.023515734821558,1960,0.43618774,0.347294420003891,0.22472550180973486,0.8744179606437683,0.018574574493686668,0.003,0.642041015625,-0.7265848372131586,0.2,,
1142,1183.45,355,198,405504,-11.273577399999999,0.0066308192908763885,1970,0.35248673,0.3541255593299866,0.5094312128610909,0.49622786045074463,0.015293732848658693,0.003,0.60537109375,-0.7398950019851327,0.2,,
1147,1183.45,355,199,407552,-11.03355672,0.024227220565080643,1980,0.3488164,0.3541104197502136,0.9790648407535627,0.5375994145870209,0.012125160668801982,0.003,0.601806640625,-0.7808652633801103,0.2,,
1152,1183.45,355,200,409600,-10.353306360000001,0.15036433935165405,1990,0.32367676,0.3489510715007782,0.6714824166614562,0.6458040475845337,0.005922395795641933,0.003,0.594970703125,-0.7815145675092936,0.2,,
1158,1183.45,355,201,411648,-10.20984098,0.005489550530910492,2000,0.45662132,0.33724695444107056,0.4017459416761994,0.7132352888584137,0.005992489519121591,0.003,0.592236328125,-0.7211023800075054,0.2,,
1163,1183.45,355,202,413696,-10.382166300000002,0.05976644158363342,2010,3.6612122,0.3209761679172516,0.32245171300601216,0.8692598938941956,0.009117177614825778,0.003,0.69287109375,-0.6184324160218239,0.2,,
1169,1183.45,355,203,415744,-10.001949230000001,0.11289747059345245,2020,1.1684334,0.32842403650283813,0.41808020861353723,0.9340251088142395,0.026351000514114275,0.003,0.644482421875,-0.6192405976355075,0.2,,
1174,1183.45,355,204,417792,-10.109769009999999,0.1292899250984192,2030,0.83809066,0.32579201459884644,0.33937376327812674,0.9139184281229973,0.015999863103206734,0.003,0.59638671875,-0.6291026253253221,0.2,,
1179,1183.45,355,205,419840,-9.99429615,0.038049690425395966,2040,2.44728,0.31231746077537537,0.18930914234369994,0.9415704607963562,0.009833284927299245,0.003,0.668798828125,-0.5750090483576059,0.2,,
1185,1183.45,355,206,421888,-10.73527997,0.01951194927096367,2050,0.6302256,0.31237322092056274,0.30613369719358163,0.8648421466350555,0.007427730856579729,0.003,0.61845703125,-0.5454363338649273,0.2,,
1190,1183.45,356,207,423936,-10.67622707,-0.015636179596185684,2060,0.4220673,0.3155931234359741,0.16059226675424726,0.9020671248435974,0.04441408307175152,0.003,0.658447265625,-0.525345659069717,0.2,,
1195,1183.45,356,208,425984,-10.203670469999999,0.04426668584346771,2070,0.39454573,0.3144392967224121,0.19393478657584637,0.7979176491498947,0.007433272755588405,0.003,0.6357421875,-0.5443418210372328,0.2,,
1201,1183.45,356,209,428032,-10.477001220000002,0.04490659385919571,2080,0.8885385,0.3130943775177002,0.5209018279216252,0.5456802248954773,0.018957795329333747,0.003,0.667431640625,-0.5249057501554489,0.2,,
1206,1183.45,356,210,430080,-10.690586029999999,0.05192473903298378,2090,1.2640336,0.3144472539424896,0.23645957421977074,0.915689580142498,0.0355130318144802,0.003,0.7021484375,-0.5751300100237131,0.2,,
1212,1183.45,356,211,432128,-10.69707408,-0.006202872842550278,2100,6.9428434,0.30118033289909363,0.15366632263176144,0.8736577481031418,0.0184133140501217,0.003,0.79912109375,-0.49268325660377743,0.2,,
1217,1183.45,356,212,434176,-10.440202650000002,0.0850917398929596,2110,0.5186494,0.309410035610199,0.7774661473929882,0.7313263416290283,0.01342446422568173,0.003,0.666650390625,-0.4767922624945641,0.2,,
1222,1183.45,356,213,436224,-9.801246609999998,0.1191951334476471,2120,0.5119706,0.31985241174697876,0.18663055244833232,0.8059185594320297,0.019546103225729895,0.003,0.66826171875,-0.5406107496470213,0.2,,
1228,1174.09,356,214,438272,-10.210654959999998,0.03355365991592407,2130,0.46508947,0.3208925426006317,0.37338727972237395,0.7592951655387878,0.012303193197294605,0.003,0.640185546875,-0.5506830951198936,0.2,,
1233,1174.09,356,215,440320,-10.63063529,0.09360113739967346,2140,4.0241003,0.3006763756275177,0.5196991523960606,0.7896643280982971,0.04742632544512162,0.003,0.723974609375,-0.5286449739709497,0.2,,
1239,1174.09,356,216,442368,-11.01852768,0.3044377863407135,2150,0.41626734,0.30146247148513794,0.7416800927137956,0.8275959640741348,0.011830630837357603,0.003,0.619189453125,-0.4740321211516857,0.2,,
1244,1174.09,357,217,444416,-11.110578199999999,0.08340136706829071,2160,0.47267294,0.2992745041847229,0.3444246132159606,0.6132358014583588,0.03167986564221792,0.003,0.66298828125,-0.46495000552386045,0.2,,
1249,1174.09,357,218,446464,-11.22659458,0.0021854080259799957,2170,1.026541,0.28719037771224976,0.2938426999025978,0.7572216391563416,0.009507950833358337,0.003,0.671923828125,-0.3940578166395426,0.2,,
1255,1175.51,357,219,448512,-12.356673079999998,0.089383065700531,2180,0.3167203,0.2942148745059967,0.6044088247930631,0.8432048112154007,0.021577429692842997,0.003,0.620947265625,-0.4207894800230861,0.2,,
1260,1186.86,357,220,450560,-12.181776239999998,0.0389162078499794,2190,1.0953076,0.2905886173248291,0.18647951401071622,0.94741415604949,0.012953780531825032,0.003,0.695166015625,-0.3990549832582474,0.2,,
1266,1186.86,357,221,452608,-12.455453089999999,0.04355403035879135,2200,0.48187923,0.2936105728149414,0.18812256485689433,0.8197526037693024,0.02060060382937081,0.003,0.672216796875,-0.39490342400968076,0.2,,
1272,1186.86,357,222,454656,-12.70468617,0.04753205180168152,2210,3.4455605,0.2781137228012085,0.2189465688657947,0.9532830081880093,0.001149474766862113,0.003,0.727978515625,-0.3338148966431618,0.2,,
1277,1186.86,357,223,456704,-12.654193120000002,0.05474409461021423,2220,0.71899885,0.29422301054000854,0.1293017238844186,0.9273902177810669,0.05782992934327922,0.003,0.7501953125,-0.3792152857407928,0.2,,
1283,1186.86,357,224,458752,-12.268596300000002,0.055801451206207275,2230,0.7637857,0.3014327585697174,0.17471433880273252,0.8240084797143936,0.03947700606513536,0.003,0.704541015625,-0.4522580044344068,0.2,,
1288,1186.86,357,225,460800,-12.434605340000003,0.0598493367433548,2240,0.47929633,0.30351293087005615,0.09847563755465671,0.9585896283388138,0.03074234336381778,0.003,0.661083984375,-0.4759883711114526,0.2,,
1294,1186.86,357,226,462848,-12.378854890000003,0.06493375450372696,2250,0.4344383,0.3049665689468384,0.26845671590417625,0.8526316285133362,0.015534229289187351,0.003,0.634423828125,-0.4550428170710802,0.2,,
1300,1186.86,357,227,464896,-12.128201070000003,0.029846101999282837,2260,1.7421741,0.30352574586868286,1.5875404444988817,0.8098951876163483,0.002969196243066108,0.003,0.649755859375,-0.44917828515172004,0.2,,
1305,1186.86,357,228,466944,-12.091324810000003,0.11574303358793259,2270,0.2820317,0.31274789571762085,0.27925764411920684,0.7231967449188232,0.01618519281182671,0.003,0.599853515625,-0.47195782568305733,0.2,,
1311,1186.86,357,229,468992,-11.73787403,0.05980021879076958,2280,0.5328923,0.3149871230125427,0.2833542723325081,0.7403677403926849,0.03727819062769413,0.003,0.6845703125,-0.537227769009769,0.2,,
1316,1186.86,357,230,471040,-11.9133015,0.07823341339826584,2290,0.3234223,0.31675881147384644,0.8562920614145696,0.72736856341362,0.011872378023690544,0.003,0.6017578125,-0.5237319924868643,0.2,,
1322,1186.86,357,231,473088,-11.89652796,0.06947430223226547,2300,1.7810686,0.3135311007499695,0.4086407357128337,0.9373825639486313,0.011423958496015985,0.003,0.66640625,-0.5397446798160672,0.2,,
1327,1186.86,357,232,475136,-11.897332800000001,-0.04359102249145508,2310,0.7875914,0.3119506537914276,0.18346971237333493,0.9382073655724525,0.010495293275744189,0.003,0.62744140625,-0.5274281945079565,0.2,,
1332,1186.86,357,233,477184,-12.431359080000002,0.08057942986488342,2320,1.1202569,0.3084741532802582,0.21218688037479297,0.8540395796298981,0.01646130309236469,0.003,0.68330078125,-0.5261011793278157,0.2,,
1338,1186.86,358,234,479232,-12.14810693,0.0664367526769638,2330,1.7057945,0.29836100339889526,0.20073569737141952,0.8244439363479614,0.014808815058495383,0.003,0.675048828125,-0.45271861581131817,0.2,,
1343,1186.86,358,235,481280,-11.96145293,-0.012932661920785904,2340,0.5176219,0.3049931824207306,0.17786024222150446,0.6689079403877258,0.029216951040143612,0.003,0.6650390625,-0.4465271355584264,0.2,,
1349,1186.86,358,236,483328,-11.93018282,0.022543713450431824,2350,0.62003094,0.30118128657341003,0.39618701359722763,0.8175598531961441,0.023170999676221982,0.003,0.67578125,-0.46723222360014915,0.2,,
1354,1186.86,358,237,485376,-13.751109179999998,0.09564761072397232,2360,0.9199405,0.3077457547187805,0.3101506400387734,0.9061142131686211,0.027716685802442954,0.003,0.67666015625,-0.49371103951707485,0.2,,
1360,1186.86,358,238,487424,-13.684793210000002,0.039601221680641174,2370,1.6713345,0.3144614100456238,0.1780569571768865,0.9463568553328514,0.03313371544354595,0.003,0.717724609375,-0.5462150560691953,0.2,,
1365,1186.86,358,239,489472,-13.692489900000004,-0.009399523958563805,2380,0.70541334,0.32155123353004456,0.10540997817879542,0.6787278354167938,0.028514513092522974,0.003,0.712890625,-0.5912699788808823,0.2,,
1371,1187.12,358,240,491520,-13.9494577,0.03707429766654968,2390,0.46109754,0.3177309036254883,0.48713173788273706,0.7337198257446289,0.007906384150555824,0.003,0.633447265625,-0.5632230823859572,0.2,,
1377,1187.12,358,241,493568,-14.454068369999998,0.38465601205825806,2400,0.5492473,0.3246230483055115,1.0935587804764508,0.8919121772050858,0.024281895661260933,0.003,0.613525390625,-0.596294479444623,0.2,,
1383,1187.12,358,242,495616,-14.72159726,0.07710934430360794,2410,3.1488051,0.319344162940979,0.3743572819745168,0.671374648809433,0.007328046713519143,0.003,0.686083984375,-0.6061572657898069,0.2,,
1388,1187.12,358,243,497664,-14.57933919,0.06172945350408554,2420,3.1772199,0.3141046166419983,0.21164274604525418,0.8600761890411377,0.03756638223640039,0.003,0.744189453125,-0.5658820200711489,0.2,,
1394,1187.12,358,244,499712,-14.42546101,0.055859409272670746,2430,0.4591828,0.3152465224266052,0.2108646812615916,0.816695436835289,0.012941041358863004,0.003,0.658154296875,-0.5643336666747928,0.2,,
,,,,500000,,0.026979556307196617,2440,0.5498153,0.3037686049938202,0.24064941420219838,0.7219427525997162,0.031376150200958366,0.003,0.660791015625,-0.5019177287817002,0.2,-24.28152822682523,1125.3
1419,1187.12,353,245,501760,-14.565725419999996,,,,,,,,,,,,,
1424,1187.12,353,246,503808,-14.839032399999999,0.05481443554162979,2450,0.58625984,0.2966099679470062,0.2740570376510732,0.8214066475629807,0.01733307532267645,0.003,0.6587890625,-0.45374671909958125,0.2,,
1430,1187.12,353,247,505856,-15.408551130000001,0.06687163561582565,2460,0.8655722,0.29749664664268494,0.1844782545696944,0.6013528406620026,0.015116469242639142,0.003,0.651025390625,-0.4789964700117707,0.2,,
1436,1187.12,353,248,507904,-15.766247130000002,0.05393737554550171,2470,1.849267,0.30027395486831665,0.12763830371550283,0.9191912040114403,0.039849986060289666,0.003,0.712939453125,-0.4819506548345089,0.2,,
1441,1187.12,353,249,509952,-15.7097487,0.03719429671764374,2480,3.9188871,0.2930337190628052,0.12365231037256308,0.8280413746833801,0.02519784014148172,0.003,0.688525390625,-0.4454824738204479,0.2,,
1446,1187.12,353,250,512000,-15.420478199999998,-3.178790211677551e-05,2490,3.1765351,0.3032686710357666,0.07897892666514963,0.6975387930870056,0.05118435022595804,0.003,0.76650390625,-0.46326928976923226,0.2,,
1452,1190.64,353,251,514048,-15.74604903,-0.00501522421836853,2500,0.46029842,0.3113725781440735,0.11443946394720114,0.7970405519008636,0.02277353741665138,0.003,0.6408203125,-0.5117578707635403,0.2,,
1457,1190.64,354,252,516096,-15.627843619999998,0.11015556752681732,2510,0.46913734,0.3170452117919922,0.12271954884636216,0.8730389624834061,0.03425704815163044,0.003,0.60556640625,-0.568598453514278,0.2,,
1463,1190.64,354,253,518144,-15.478033240000002,0.012099288403987885,2520,0.4486662,0.3191424608230591,0.07744073941721581,0.9152655005455017,0.019012102455599235,0.003,0.630419921875,-0.6287989318370819,0.2,,
1468,1190.64,354,254,520192,-15.322407559999998,0.0069044847041368484,2530,0.37558573,0.3132408857345581,0.10801209643250331,0.7749160379171371,0.025455170165514573,0.003,0.57001953125,-0.5656387496739625,0.2,,
1474,1190.64,354,255,522240,-14.974369239999998,-0.014901205897331238,2540,0.43340543,0.31093478202819824,0.28923044856637714,0.42024314403533936,0.015361308120191097,0.003,0.657958984375,-0.5358724934980273,0.2,,
1479,1190.64,354,256,524288,-14.874981690000002,-0.010753892362117767,2550,2.204962,0.29836827516555786,0.0799384931277018,0.9072591066360474,0.01961248428124236,0.003,0.6962890625,-0.5046584395691752,0.2,,
1484,1190.64,354,257,526336,-15.261264149999999,0.07224085927009583,2560,0.35326678,0.30985116958618164,0.1106139620533213,0.847774550318718,0.027100289579539093,0.003,0.612158203125,-0.5059198262169957,0.2,,
1490,1190.64,354,258,528384,-15.809603959999999,0.007494386285543442,2570,0.46846497,0.31196701526641846,0.06678759118658491,0.6201643943786621,0.012349784241814632,0.003,0.649462890625,-0.5699690256267786,0.2,,
