r,l,t
-5.499639,1200,503.25719
7.112537,1200,504.723826
39.375403,75,504.814561
-61.339599,1200,507.509383
-26.014629,1200,510.24034
-19.200187,1200,511.618766
-19.591405,1200,514.726259
-5.114243,1200,516.165359
-14.279014,1200,518.90901
-10.337379,1200,521.869498
-6.070792,1200,523.29457
5.460816,1200,526.104012
-18.010827,1200,527.576049
-24.197585,1200,530.225899
-14.429793,1200,532.911918
49.163832,1200,534.412082
-9.611862,1200,537.067387
-21.430846,1200,538.528385
-20.033137,1200,541.191195
-14.01176,1200,542.629873
30.109752,1200,545.334767
21.980382,1200,548.007715
-3.545615,1200,549.495553
-9.987724,1200,552.380377
-12.065404,1200,553.815763
53.909956,1200,556.619561
-9.935981,1200,559.206037
-21.827396,1200,560.663687
-16.221869,1200,563.363315
-10.384541,1200,564.728069
-10.883978,1200,567.411047
-27.118867,1200,568.8757
55.02309,1200,571.522118
-2.118906,1200,574.141214
-15.91795,1200,575.602594
-19.696349,1200,578.258308
9.936246,1200,579.649971
-13.199941,1200,582.29085
-11.815458,1200,584.915126
-13.864637,1200,586.365729
-13.162816,1200,588.986113
-20.886478,1200,590.385812
-25.098212,1200,593.029347
-27.090057,1200,595.691612
2.937898,1200,597.10381
-18.86583,1200,599.795779
-4.740936,1200,601.213057
-11.920079,1200,603.888766
-55.332871,1200,605.573669
-25.899602,1200,608.144531
-9.982873,1200,610.708388
-6.098968,1200,612.679872
-25.497533,1200,615.327498
-22.451236,1200,616.744546
-18.218741,1200,619.363514
-6.857154,1200,622.045656
-20.708197,1200,623.540937
-12.810458,1200,626.170157
-41.839202,1200,627.651288
-22.380269,1200,630.299119
-9.495822,1200,631.702785
-6.124388,1200,634.358039
21.164577,1200,637.032099
-20.157711,1200,638.492085
13.552693,1200,641.092378
-22.608369,1200,642.561016
-21.091918,1200,645.121524
-3.296521,1200,647.870626
-23.423703,1200,649.332194
-20.806708,1200,651.952975
26.264445,1200,653.355444
-3.399155,1200,655.958642
-10.221076,1200,657.374275
-20.52138,1200,659.983514
-1.779108,1200,662.657598
-22.291864,1200,664.953899
-21.625798,1200,667.586153
-26.776435,1200,668.988958
-12.898995,1200,671.672544
-21.974499,1200,674.38479
-26.436835,1200,675.872829
-2.932018,1200,678.454764
-23.87576,1200,679.882012
-7.65957,1200,682.539321
-7.47644,1200,685.152547
-35.477049,1200,686.577002
-15.4286,1200,689.254986
-19.543084,1200,690.756983
11.669455,1200,693.400745
-19.939679,1200,694.841462
-40.686555,773,696.973148
-22.951379,1200,698.345391
-27.360189,1200,701.044283
-36.841623,1200,703.670283
-8.227585,1200,705.091943
-17.71648,1200,707.701308
30.594239,1200,709.152942
-51.778077,1200,711.787296
