r,l,t
-40.300338,1200,483.531426
-29.125052,1200,486.249154
-49.221788,1200,487.701735
-24.650036,1200,490.366434
-31.749315,1200,491.820359
-28.609661,1200,494.453205
-24.138442,1200,497.112253
-16.296469,1200,498.495554
22.312571,1200,501.151092
-40.969949,1200,502.625509
-15.83527,1200,505.438513
-54.704125,701,506.272601
-27.698862,1200,508.956254
-50.374941,1200,510.407079
3.935249,1200,513.097069
-17.238235,1200,515.796166
46.251549,321,516.191376
21.281667,1188,517.669647
-25.818624,1200,520.357033
-26.010068,1200,523.051028
21.314035,1200,524.509708
-13.704686,1200,527.14542
-36.762956,1200,528.610817
-5.750546,1200,531.33597
-31.776905,1200,532.912626
-20.954244,1200,535.59103
-22.601587,1200,538.371675
-5.445025,1200,539.794966
-28.420459,1200,542.492575
22.41572,1200,544.405139
-28.271493,1200,546.987326
-16.398224,1200,549.82276
-15.601969,1200,551.229358
-36.170541,1200,553.896869
-22.969638,1200,555.327969
-71.017747,1200,557.988712
-26.911333,1200,559.485906
-24.498276,1200,562.169533
-30.245507,1200,564.959939
-20.945674,1200,566.398317
-15.909135,1200,569.168
23.618626,1200,570.625635
-17.618215,1200,573.393916
-29.971322,1200,576.090874
-16.844392,1200,577.493087
-41.859778,1200,580.113437
-39.560554,1200,581.546184
-1.432759,1200,584.204067
-15.821349,1200,586.8145
-36.571464,1200,588.344412
-35.987296,1200,591.046036
-25.225921,1200,592.556082
-13.049281,1200,595.228826
-12.543001,1200,596.651922
-21.174775,1200,599.4626
-16.130835,1200,602.060289
-20.013051,1200,603.543072
-25.214655,1200,606.169218
-40.58062,1200,607.589434
-39.060314,1200,610.23794
-22.336915,1200,612.870508
-21.447898,1200,614.28768
-30.514704,1200,616.978538
-23.342295,1200,618.467745
-10.53919,1200,621.098759
-14.787228,1200,622.53934
-25.117252,1200,625.257483
-24.012894,1200,627.912043
-23.021314,1200,629.452869
-66.832829,1200,632.128509
22.935547,1200,633.605978
-40.865185,1200,636.302238
-28.21371,1200,638.927232
-35.434897,1200,640.411846
-43.745544,1200,643.106005
-11.571042,1200,644.553605
-11.081583,1200,647.392324
-36.311725,1200,648.968943
-34.927829,1200,651.653512
-28.972711,1200,654.266609
-28.491338,1200,655.929204
-32.902535,1200,658.55903
-42.318362,1200,659.967234
41.15224,245,661.484615
-0.251372,1200,663.203871
-22.182095,1200,665.849872
2.373613,1200,667.284872
-33.663843,1200,670.02815
-10.921828,1200,671.436496
-66.108986,1200,674.115042
-30.055001,1200,676.727278
-23.409776,1200,678.16547
-23.877901,1200,680.960521
-62.49544,1200,682.485977
-2.491097,1200,685.206343
-24.812844,1200,688.012764
-29.139227,1200,689.49202
-19.544099,1200,692.413446
114.121761,550,693.074443
-27.058898,1200,695.705182
-29.634333,1200,697.165899
-21.940717,1200,699.814146
-8.335728,1200,701.283315
-23.514288,1200,703.905411
2.476925,1200,706.612015
-10.495174,1200,708.028106
-21.846702,1200,712.525462
-24.870775,1200,713.958994
-37.768748,1200,716.58141
45.252127,548,717.252344
-28.730207,1200,719.926214
-31.272197,1200,721.334851
15.101376,1200,723.915283
-16.345392,1200,725.34228
-29.165114,1200,728.32164
-19.975032,1200,730.959015
13.73136,1200,732.634291
-2.898784,1200,735.242811
-37.912116,1200,736.652022
-10.612195,1200,739.308482
-61.099127,201,739.588577
-11.137671,1200,742.291255
-20.925206,1200,743.772445
-25.185417,754,745.903641
-19.211558,1200,747.351829
31.533174,1200,749.993274
-21.39458,1200,751.498964
-20.351051,1200,754.320127
-15.332128,1200,757.122361
-12.113494,1200,758.579231
-20.830767,1200,761.207645
-26.544294,1200,762.688715
-29.856542,1200,765.334602
-16.457217,1200,768.034753
-31.372413,1200,769.574518
-14.220276,1200,772.248351
-0.548912,1200,773.715834
8.779356,1200,776.360378
-15.010862,1200,777.795985
6.040814,1200,780.51713
-23.815869,1200,783.284248
-7.61251,1200,784.735642
-27.450147,1200,787.502002
-18.526496,1200,789.059084
-49.294536,1200,791.783217
80.139761,1200,794.444062
-6.38469,1200,795.864926
-4.134781,1200,798.518327
19.713267,1200,800.043552
-14.769089,1200,802.721116
-10.030867,1200,804.315372
-24.689732,1200,806.91291
0.406897,1200,809.620421
-19.133713,1200,811.039945
-19.720775,1200,813.762047
-6.140722,1200,815.259205
-18.763405,1200,817.910248
-19.916754,1200,820.567288
-24.312487,1200,822.122132
-13.815032,1200,824.826233
-24.342467,1200,826.295459
-11.934097,1200,829.022568
