r,l,t
-8.275642,1200,1.481318
-1.426769,1200,4.057892
-12.106517,1200,5.774198
-17.484019,1200,8.485493
-26.95532,1200,9.913486
-22.23798,1200,12.601001
-16.529407,1200,15.211279
-21.277514,1200,16.626972
-18.236337,1200,19.174183
-8.412445,1200,20.574432
-20.026065,1200,23.182781
-11.280665,1200,25.768108
-11.331,1200,27.191789
-28.703148,1200,29.788899
-4.312124,1200,31.191786
-22.665336,1200,33.833067
-77.625272,496,34.376379
-24.153232,1200,37.017663
-9.12359,1200,38.395451
-23.80872,1200,40.984935
29.564107,1200,42.399836
-10.234824,1200,44.981636
-17.358582,1200,47.649229
25.401045,511,48.242986
-39.728167,1200,49.640537
-19.607048,1200,52.259937
-14.831974,1200,54.834133
-13.976181,1200,56.275256
-8.034539,1200,58.913917
-29.951141,1200,60.271368
-45.081336,1200,62.863873
-15.524659,1200,65.4914
2.748455,1200,66.963791
-10.136482,1200,69.622036
5.514198,1200,71.016537
-36.646422,1200,73.623588
-15.144795,1200,75.089934
-25.708341,1200,77.70717
27.437422,1200,80.327425
-13.197793,1200,81.724126
-7.600641,1200,84.362871
-15.753127,1200,85.79615
-14.686159,1200,88.407764
-12.172337,1200,91.05219
-5.280149,1200,92.794267
-3.731119,1200,95.41315
-2.261002,1200,96.763004
-8.327049,1200,99.337729
-75.651221,212,99.592826
-15.383094,1200,102.331036
-11.289025,1200,103.734196
-10.80884,1200,106.335241
11.393963,1200,107.768399
0.489192,1200,110.410825
7.108585,1200,113.150801
-3.232585,1200,114.549457
1.517593,1200,117.147632
28.984388,1200,118.628511
-11.113454,1200,121.218563
-0.686558,1200,122.596014
-13.066388,1200,125.175708
-3.106068,1200,127.790952
-10.939072,1200,129.217368
-11.659496,1200,131.884177
-5.96707,1200,133.310651
-1.135027,1200,135.892257
1.382712,1200,138.521349
47.483094,1200,140.028007
-19.064785,402,140.505417
-6.497612,1200,143.115791
-10.862222,1200,145.781832
15.886796,1200,147.16412
1.326433,1200,149.94985
-4.538355,1200,151.406234
1.820139,1200,154.009571
2.796065,1200,155.394155
-5.017787,1200,158.041937
-23.34883,1200,160.766953
52.195368,1200,162.194784
0.694878,1200,164.79591
13.470062,1200,166.266503
-4.436569,1200,168.897716
52.03122,1200,171.450376
-15.408943,1200,172.85993
-59.555797,867,175.125644
-14.116099,1200,176.525835
-70.682227,1136,179.056218
17.658833,1200,180.453048
-33.981012,1200,183.054665
45.755529,1200,184.485877
-12.585363,1200,187.113931
-8.91585,1200,189.777829
51.640613,1200,191.203928
46.988726,1200,193.7802
-25.032949,1200,195.149484
0.990784,1200,197.848607
1.931479,1200,200.468638
-26.220293,1200,201.910263
-14.009195,1200,204.450584
2.16054,1200,205.884403
-43.549749,1200,208.576108
-4.962164,1200,211.16616
-4.929176,1200,212.639171
-2.300243,1200,215.690811
1.099882,1200,217.092881
-40.259386,1019,219.482387
-10.124818,1200,220.867998
-7.795176,1200,223.495747
-2.63227,1200,226.13708
21.075277,1200,227.576822
-36.000825,887,229.830181
-15.307386,1200,231.405646
36.38369,1200,233.994819
24.747173,258,234.294316
-49.947235,1200,235.708342
-14.373121,1200,238.501723
-8.114728,1200,241.045349
-6.806014,1200,242.493859
-21.881894,721,244.592459
-2.40824,1200,245.994285
-11.312278,1200,248.649938
-31.045595,1200,250.114985
9.753871,1200,252.721993
-4.194615,1200,254.114234
-11.966561,1200,256.691956
-28.053611,1200,259.30931
-18.063974,1200,260.753298
-1.127006,1200,263.394192
-7.443551,1200,264.794894
13.83293,1200,267.37545
-17.943693,1200,269.973165
-11.42925,1200,271.354368
-7.273927,1200,273.968431
1.74883,1200,275.380443
-7.343207,1200,278.015703
-22.519014,1200,280.624138
-12.820699,1200,282.019005
-7.768277,1200,284.636746
-18.912385,1200,286.132808
-19.138444,1200,288.738218
4.424699,1200,290.113942
-8.133633,1200,292.756419
9.577486,1200,295.439005
-17.055333,1200,296.909839
-11.580724,1200,299.507384
-12.19801,1200,300.955423
2.125667,1200,303.574935
-5.527647,1200,306.23515
-2.148374,1200,307.658569
22.46355,1200,310.234169
-1.961127,1200,311.65897
-8.395959,1200,314.463673
7.524841,1200,315.908635
-9.375404,1200,318.565988
1.338229,1200,321.213235
-7.957346,1200,322.613915
-23.561316,1200,325.178468
2.792868,1200,326.659943
-24.062186,1200,329.196606
5.043509,1200,331.798042
-3.789871,1200,333.197081
52.199383,1200,335.801892
-33.101328,1200,337.216262
11.969582,1200,339.843751
31.826642,1200,341.208605
42.463111,1200,343.854751
-3.363028,195,344.084621
-10.314106,373,344.513696
13.298925,1200,347.09686
0.726254,1200,349.709311
7.57486,1200,351.191977
-10.332594,1200,353.884599
