r,l,t
-11.559065,1200,1.465243
-42.28058,1200,4.099708
-19.049186,1200,5.537978
28.03642,1200,8.136689
-14.966934,1200,9.592572
-2.722827,1200,12.259709
-30.376076,1200,14.941846
-15.319916,1200,16.353628
-17.74545,1200,19.059671
-15.415298,1200,20.500555
-0.267214,1200,23.196548
-11.238368,1200,25.898165
-7.921509,1200,27.313532
-19.437577,1200,29.911652
-22.677952,1200,31.294216
-23.431732,1200,33.885603
-12.19324,1200,35.330246
20.783098,1200,37.950036
-13.50229,1200,40.561264
-12.724881,1200,42.002514
-35.913811,1200,44.683995
-22.054081,1200,46.22472
-90.678161,1200,48.889211
-21.033821,1200,51.517725
-45.802215,1200,52.96254
-15.712021,1200,55.625365
-19.181631,1200,57.026736
-29.025955,1200,59.668828
30.476007,1200,61.065357
-25.907715,1200,63.724402
16.344061,436,64.238634
-14.316665,1200,66.837798
-16.788001,1200,68.272329
-21.776302,1200,70.888287
-18.32165,1200,73.459276
8.507238,1200,74.813312
-3.478684,1200,77.428168
-29.334046,1200,78.839243
-25.766696,1200,81.486441
-9.100808,1200,84.195955
-39.32539,1200,85.654245
-35.763831,1200,88.296911
-6.24234,1200,89.705021
-18.054591,1200,92.656653
14.793778,1200,94.038785
-30.155708,1200,96.667185
-31.575458,1200,99.289937
-24.065278,1200,100.719374
62.036416,1200,103.324915
-19.019032,1200,104.699517
-24.3354,1200,107.620077
-25.023859,1200,110.306937
23.457678,1200,111.719349
-20.532873,1200,114.340961
-9.94796,1200,115.835806
-13.808251,1200,118.430554
-25.804056,1200,121.108084
-19.991065,1200,122.615157
-18.595374,1200,125.338569
-29.820679,1200,126.741686
-25.123954,1200,129.522795
-21.064475,1200,130.908442
45.132144,1200,133.55457
-21.276701,1200,136.263474
-7.215287,1200,137.682331
-25.754336,1200,140.238765
-8.94703,1200,141.645106
-19.869994,1200,144.250569
64.297041,1173,146.8832
-19.338123,1200,148.335231
-3.199778,1200,151.029858
-14.256605,1200,152.478797
-15.515091,1200,155.179063
-6.9375,1200,156.608248
-25.774848,1200,159.268756
-9.246315,1200,161.93593
-21.900476,1200,163.310397
-26.801193,1200,166.002748
-31.947618,1200,167.481644
-16.320039,1200,170.097441
-3.957049,1200,172.797872
-10.81534,1200,174.26607
-20.263996,1200,176.976909
-20.79943,1200,178.387496
-24.26307,1200,181.17793
-25.636892,1200,184.00254
-23.470331,1200,185.79817
-22.993959,1200,188.472822
-53.241458,1200,190.019794
-26.139022,1200,192.614171
-39.989118,1200,193.966773
-10.795225,1200,196.637914
-30.627732,1200,199.264439
-16.113849,1200,200.70241
-15.5482,1200,203.62134
-24.322735,1200,205.10137
-25.501594,1200,207.820282
-17.370755,1200,210.509754
37.835666,1200,211.959079
-34.119022,1200,214.61248
-21.659933,1200,216.149917
17.487388,1200,218.928402
-23.383555,1200,220.435342
-17.016547,1200,223.186426
-15.809779,1200,225.826389
-57.935308,90,225.930422
9.53917,1200,227.40883
-15.075012,1200,230.065145
-23.333396,1200,231.48726
-10.353806,1200,234.574987
70.095767,1200,237.241783
-30.623111,1200,238.703961
4.910444,1200,241.366187
60.941302,1200,242.828386
-35.691734,1200,245.500286
-25.86594,1200,248.172186
-7.938038,1200,249.678219
-16.705199,1200,252.423017
-19.366676,1200,253.841077
-20.467829,1200,256.571434
-54.726106,1200,258.079496
-28.898887,1200,260.766541
-17.359929,1200,263.530382
-42.135285,545,264.188711
-22.381457,1200,265.750854
-27.735433,1200,268.456909
-22.262232,1200,271.098315
-23.801687,1200,272.545784
-20.991297,1200,275.300246
-50.631975,1200,276.785732
-14.870552,1200,279.530385
-25.352809,1200,282.212534
-18.548141,1200,283.726226
-36.740111,1200,286.370207
-24.387089,1200,287.831424
-59.244342,835,290.052419
-14.130508,1200,291.525402
11.085286,1200,294.253234
-19.736855,1200,297.012353
-41.239674,1200,298.590699
-20.323051,1200,301.262733
-15.589058,1200,302.707327
-27.656262,1200,305.455652
-30.191637,1200,306.971786
-26.947154,1200,309.780316
24.278927,777,310.678914
-39.766447,1200,313.355532
33.15896,1200,316.051041
-20.251494,1200,317.580784
-38.958506,1200,320.248082
-26.102231,1200,321.683036
-18.01015,1200,324.378224
-16.66526,1200,327.037695
-13.106446,1200,328.542507
-9.753191,1200,331.236835
-27.059114,1200,332.790121
-32.114677,1200,335.559695
-11.547358,1200,336.995995
-19.188914,1200,339.771843
-12.832386,1200,342.444232
-31.265007,1200,343.896906
-29.788276,1200,346.587824
-31.067691,1200,347.994038
-23.707371,1200,350.720061
-26.979804,393,351.184078
-19.093583,1200,353.848071
-39.082854,1200,355.230674
-33.626712,1200,358.000952
-35.951154,1200,359.516036
-26.599182,1200,362.245508
-19.347337,1200,364.8886
-36.442276,1200,366.367638
-29.590797,1200,369.050035
-26.213137,1200,370.555814
-15.611363,1200,373.238856
-35.825327,1200,375.866756
-6.466242,1200,377.296219
-39.440913,1200,379.973005
-23.318607,1200,381.431159
-90.312796,1200,384.119638
-21.853177,1200,386.783314
-24.450926,1200,388.295121
-35.047281,1200,391.08093
-9.497011,1200,392.547534
-23.21796,1200,395.298384
-9.545185,1200,396.815028
-41.8427,1200,399.504659
-23.652155,1200,402.169618
-35.165347,1200,403.593391
-32.226986,1200,406.424395
-13.168582,1200,407.961864
-7.3235,1200,410.58989
-18.862665,1200,413.329245
3.151947,1200,414.872298
-37.001732,1200,417.602005
-28.62368,1200,419.072663
-34.944252,1200,421.681112
-28.122203,1200,423.232217
-28.630161,1200,425.921007
-21.335241,1200,428.621747
-10.074731,1200,430.105124
-21.567474,1200,432.856445
9.42782,1200,434.318416
-15.816379,1200,437.020857
-37.202724,1200,439.786122
-30.166193,1200,441.260407
-25.002169,1200,443.893963
-19.774404,1200,445.396215
-28.679578,1200,448.139452
-28.191666,1200,451.215249
-37.733447,1200,452.642124
-25.107984,1200,455.293915
0.19615,1200,456.815461
-15.421463,1200,459.546674
-29.087048,1200,461.051106
-26.073763,1200,463.722916
-0.567263,1200,466.396739
-25.804214,1200,467.797784
-20.250617,1200,470.474174
54.873507,1108,471.834711
-23.436031,1200,474.548259
-27.134458,1200,477.217551
-26.423265,1200,478.69749
-29.700898,1200,481.357109
-37.501836,1200,482.886199
-26.303463,1200,485.598933
-23.226019,1200,487.09038
-31.135647,1200,489.748916
-19.103399,1200,492.418287
17.987853,1200,493.989425
-10.490489,1200,496.637306
-27.389794,1200,498.279685
-17.657393,1200,500.921202
60.779879,1200,503.55235
-6.259677,1200,505.021707
-8.448945,1200,507.733089
-16.501564,1200,509.15289
18.568866,1200,511.929385
-26.566995,1200,513.468718
66.072469,1016,515.861118
20.195774,1200,518.498709
