r,l,t
-17.70715,1200,8.062737
30.291783,16,8.18717
-28.202402,1200,16.89164
-32.16641,1200,25.771533
-20.384026,1200,34.586002
-34.10245,1200,43.632559
-24.258853,1200,52.672031
-25.12689,1200,61.714218
-30.279935,1200,70.673932
-19.456592,1200,79.655147
-26.603781,1200,88.689729
-9.10669,1200,97.868698
-19.419654,1200,106.860814
-33.158706,1200,117.149905
-32.555477,1200,126.035589
-24.887556,1200,134.888436
-30.741495,1200,143.820925
-9.305923,1200,152.480273
-35.127201,1200,162.021318
7.366406,437,165.23639
-27.562173,1200,174.099099
-24.800095,1200,184.899441
-25.765748,1200,193.698246
-34.17345,1200,202.595572
-9.471015,1200,211.5848
-40.690507,1200,220.31618
-22.819646,1200,229.194868
-30.565076,1200,237.941017
-23.1111,1200,246.784273
-25.005639,1200,255.854122
-40.39081,1200,264.69581
-23.812273,1200,273.542524
-28.783609,1200,282.545062
-26.626127,1200,291.566288
-31.488033,1200,300.54924
-43.310194,1200,309.568032
-31.840184,1200,318.583971
-26.276792,1200,327.732485
-31.847717,1200,338.348079
-26.488237,1200,347.376745
-23.996605,1200,356.394883
-28.15643,1200,365.431387
-24.537068,1200,374.502089
-25.181249,1200,383.494098
-30.545914,1200,392.457155
-21.171653,1200,401.353077
-25.079046,1200,410.436383
-10.83077,1200,419.413012
-65.073089,1200,428.470429
-23.919414,1200,437.517025
-25.776786,1200,446.57045
-19.254692,1200,455.51534
-23.179721,1200,465.96067
-29.085507,1200,474.919269
-13.308064,1200,483.853209
-20.051612,1200,492.835974
-32.381268,1200,501.874966
-23.934672,1200,511.612714
-19.755134,1200,520.69398
-41.086544,1200,529.590694
-27.382799,1200,538.478123
-29.69782,1200,547.310969
-26.103854,1200,556.457038
-23.685527,1200,565.407728
-26.442594,1200,574.302463
-25.805484,1200,583.30459
-36.816406,1200,592.45929
-26.058889,1200,601.495188
-31.200065,1200,610.598356
-44.765882,1200,619.560129
-36.293909,1200,628.383459
