r,l,t
-12.068627,1200,12.751679
11.883764,1200,26.664611
-4.143874,1200,40.624398
-6.797679,1200,54.733637
-18.309496,1200,68.512192
-10.70195,1200,82.431175
-14.040349,1200,96.310727
-12.371765,1200,110.351605
-8.898774,1200,124.220738
-10.129198,1200,138.126221
0.035308,1200,152.046434
17.074437,1200,166.002661
-22.215234,1200,179.950773
-41.171515,1200,194.019861
-6.968809,1200,208.043453
-41.7145,152,209.831649
-5.883077,1200,223.754866
11.5334,1200,237.7301
43.26045,146,239.432353
48.986169,739,247.999396
21.337192,1200,262.238039
16.314023,1200,276.362647
31.169391,1200,290.606737
-6.606072,1200,304.495597
-11.512432,1200,318.483
-4.324977,1200,332.484064
18.326342,1200,346.426729
42.111969,1200,360.409097
-10.911435,1200,374.495605
65.351082,1200,388.448159
88.396002,1200,402.382002
28.395429,1200,416.398804
-1.492693,1200,430.344751
-14.852005,1200,444.40929
-16.941032,1200,458.344985
-3.761891,1200,472.333379
54.546152,1200,486.245034
-7.670238,1200,500.280223
-11.776165,1200,514.271328
20.283146,1200,528.425922
-10.562157,244,531.258881
-0.294028,1200,545.259136
-41.104286,1200,559.258468
48.523916,570,565.858873
2.589018,1200,579.861164
48.692388,1200,593.914596
-6.682472,1200,607.9171
9.654319,1200,621.972506
-28.908978,1200,635.859741
64.291857,209,638.297503
-9.516374,1200,652.255857
26.896634,1200,666.291536
-31.785367,1200,680.23238
-29.738015,1200,694.14738
4.125361,1200,708.083586
21.294945,1200,722.077661
3.423861,1200,736.025248
-4.182325,1200,750.021074
80.453103,1200,763.978146
-3.440824,1200,777.927232
50.980194,1200,792.306367
31.532711,1200,806.281805
-0.843397,1200,820.319937
104.063467,1200,834.285439
-16.441213,1052,846.858583
-20.926869,1200,861.232208
-2.413035,1200,875.379379
-40.590892,284,878.667121
66.097252,1200,893.28474
18.655596,1184,907.381694
41.642054,1115,920.529154
-48.613002,1200,934.486348
-8.514677,1200,948.555022
25.200446,1200,962.662547
-6.613651,1200,976.642675
-12.652445,1200,990.533843
82.235093,1200,1004.617719
50.584882,1200,1018.748546
-44.247275,1200,1032.897203
39.065605,1200,1047.073481
57.091881,1200,1061.112023
-11.782146,1200,1075.044956
25.381142,1200,1089.245856
1.862968,1200,1103.728461
24.535142,1200,1117.941296
84.125352,1200,1131.980448
23.552315,1200,1145.976087
55.105368,1200,1159.990511
89.088973,1200,1174.360151
-8.630906,1200,1188.762624
19.068102,1200,1202.79517
24.68754,1200,1216.928956
-18.897092,544,1223.279348
26.887861,1200,1237.467951
41.645406,1200,1251.533948
17.927327,1200,1265.594717
-31.821339,1200,1279.629385
-4.969347,1200,1293.63781
-6.201315,1200,1307.685038
15.73475,1200,1321.747409
5.313013,1200,1335.694753
-17.257552,1200,1349.587289
33.54389,1200,1363.639529
36.147765,1200,1377.636982
9.384823,1200,1391.542963
37.597,1200,1405.574572
36.180126,1200,1419.563189
40.392867,1200,1433.610829
15.577833,1200,1447.630871
-32.959907,1200,1461.567429
5.841867,1200,1475.463977
47.704119,1200,1489.614356
81.476743,1200,1503.576923
-13.165857,592,1510.442225
-18.729184,1200,1524.43072
5.178208,1200,1538.461013
-25.694661,24,1538.748185
-20.227221,1200,1553.650955
54.151563,1200,1567.720941
9.639714,1200,1581.745689
-14.021085,1200,1595.690126
28.474189,1200,1609.677996
-16.158467,266,1612.759746
15.923343,1200,1627.165739
-11.087895,59,1627.848552
42.168697,1200,1641.81671
41.418235,657,1649.546341
-15.879888,1200,1663.659387
49.484097,477,1669.259051
40.755275,1200,1683.213593
27.598411,78,1684.142386
-6.977079,1200,1698.140872
52.882414,1200,1712.065837
49.957269,1200,1726.038133
92.045197,944,1737.054441
75.777229,552,1743.531863
36.392659,144,1745.25617
4.446588,1200,1759.309117
94.219454,1200,1773.537266
24.121884,1200,1787.599936
68.393027,1200,1802.166077
-23.197784,1200,1816.19973
-24.25521,1200,1830.08362
45.724539,1200,1843.922258
-0.486173,1200,1857.876696
109.208625,1035,1869.909952
9.223313,1200,1883.841041
58.671536,1200,1897.754982
59.034353,1200,1911.879511
41.941754,51,1912.472734
132.442327,1200,1926.456317
77.440681,1200,1940.384975
104.894999,1200,1954.277124
15.845504,1200,1968.253407
-17.137526,1200,1982.233417
60.402413,1200,1996.347961
-62.346923,472,2001.849336
35.60616,1200,2015.800271
2.077018,1200,2029.783896
-15.369084,40,2030.255047
49.436399,1200,2044.270092
-39.70392,567,2051.02413
-6.410864,1200,2065.02849
0.221825,1200,2078.957373
13.394247,1200,2092.912001
102.057708,1200,2106.825459
14.203029,1170,2120.551211
44.84161,1200,2134.728378
26.690403,1200,2148.880012
93.136319,1119,2161.97349
16.843617,1200,2176.027918
4.307373,1200,2190.036733
83.506994,1200,2204.005138
-3.75711,1200,2218.025083
115.594279,1200,2232.007088
-19.422553,101,2233.187993
16.633525,1200,2247.316161
38.210852,1200,2261.431045
26.297491,1200,2275.463596
106.026097,627,2282.974558
36.455774,1200,2297.262877
26.311244,1200,2311.557055
2.261841,1200,2325.72381
11.817675,1200,2339.715519
20.24457,1200,2353.608452
64.24637,1200,2367.598314
46.619086,1200,2381.498218
104.514696,474,2387.019337
-0.12537,1200,2401.021956
102.626965,276,2404.221247
88.737779,1200,2418.160481
96.149007,336,2422.088572
34.203755,78,2423.000469
-13.139991,1192,2436.908912
35.881515,1200,2450.811609
61.065216,1200,2464.801079
44.279008,1200,2478.825568
8.651206,1200,2492.795613
-12.409006,1200,2506.775202
102.397748,203,2509.149802
60.043768,1200,2523.141642
24.381863,1200,2537.238836
-22.83969,464,2542.634047
30.070301,1200,2556.738017
0.406603,1200,2570.690943
-17.258506,742,2579.280576
55.57607,194,2581.52354
66.17744,1200,2595.459663
60.853137,1200,2609.532757
-9.138328,1115,2622.451897
-38.481599,990,2633.995102
22.252737,206,2636.411477
71.778962,1200,2650.486
-25.667263,1200,2664.476163
78.228828,779,2673.689068
-4.660135,1200,2687.822747
-11.083662,53,2688.450225
75.547161,1200,2702.768099
37.651084,1200,2716.638005
59.07636,1200,2730.838156
-34.969685,275,2734.038078
68.70219,238,2736.811427
6.421182,1200,2750.688392
70.95602,1200,2764.607308
27.88824,887,2774.946571
50.899916,1200,2789.41722
107.581671,1200,2803.700118
-23.230185,819,2813.662367
106.02739,1200,2827.76342
65.780015,1200,2841.770858
11.934449,1200,2855.92356
-14.602595,294,2859.328289
72.282868,1200,2873.29348
-29.108885,1200,2887.212308
1.38153,1200,2901.140514
9.879385,1200,2915.241661
63.325055,1200,2929.247681
54.854464,954,2940.400814
56.234454,1200,2954.396393
40.544851,999,2965.984054
-27.810639,758,2974.782918
-44.106321,289,2978.134471
83.104441,414,2982.988479
-14.622842,1200,2996.916122
-15.016801,1200,3010.817974
-29.074956,1200,3024.786498
105.278575,938,3035.735664
45.05414,103,3036.947044
0.597008,1200,3051.128027
88.164009,74,3051.97486
29.619495,1200,3066.114732
-12.621801,1200,3079.933438
40.713997,389,3084.444542
63.700212,594,3091.333121
24.20916,1200,3105.307914
62.254334,1200,3119.323826
94.865772,98,3120.487515
1.543682,1200,3134.867607
29.496701,1200,3148.723519
111.85665,1200,3162.60023
88.80992,130,3164.119543
80.780301,1200,3178.004998
18.931084,1200,3191.836759
1.952406,1200,3205.753802
3.710126,1200,3219.703509
-1.60854,1200,3233.610143
7.447998,1200,3247.626017
41.519785,1200,3261.531797
20.177321,1200,3275.488085
70.079235,1200,3289.403421
38.05742,1200,3303.356626
78.516945,1200,3317.396302
27.902453,1200,3331.526913
-15.833926,1200,3345.615483
120.502175,201,3347.914856
74.010074,1200,3361.923188
58.224186,1200,3375.801814
-6.510978,1200,3389.83081
22.338408,1123,3402.932291
71.18669,1200,3416.94232
-4.031234,1200,3431.042598
-0.921506,1200,3445.020568
27.116195,1200,3459.028739
79.496574,547,3465.364335
-10.05665,1200,3479.370748
77.132435,141,3481.011329
2.340244,1200,3495.018378
33.161362,90,3496.061834
68.055124,1200,3510.445144
38.731265,1200,3524.597617
-0.052806,1200,3539.069328
-20.057074,1200,3553.667475
-17.624946,1200,3567.60487
-4.647575,1200,3581.543614
-3.096109,1200,3595.617554
-4.992773,1200,3609.722515
1.607687,1200,3623.961527
71.119191,413,3628.751277
17.866559,1200,3642.778896
95.349817,1200,3656.862314
42.689815,1200,3670.873446
32.078321,1200,3685.231391
4.115691,1200,3699.255009
87.034683,642,3706.764127
4.304409,1200,3720.808496
19.335022,1200,3734.844851
55.997493,1200,3749.002879
16.55045,1200,3763.335876
-9.04569,173,3765.351661
51.435352,1200,3779.495581
56.433421,1200,3793.545691
16.591731,1200,3807.626654
74.109521,301,3811.333162
64.03622,69,3812.138317
-6.531114,1200,3826.095618
18.904271,1200,3840.119437
66.812172,1200,3854.201579
-5.623355,1200,3868.194092
62.992291,1200,3882.206049
94.907592,274,3885.385323
-0.171806,1200,3899.370708
43.845655,1200,3913.511054
-11.762805,1200,3927.8136
62.822134,140,3929.425587
35.046439,1200,3943.409097
49.961425,1200,3957.440597
-8.580141,1200,3971.523911
2.006962,1200,3985.568508
-21.001188,1200,3999.83789
25.724794,1200,4013.895609
66.273128,1200,4027.899939
94.667684,1200,4041.989568
-12.500598,1200,4056.048326
57.684946,99,4057.230964
12.215448,1200,4071.933266
77.725345,179,4074.052118
43.082473,123,4075.517105
61.932112,1200,4089.65907
31.810879,104,4090.867358
50.446959,49,4091.439162
-11.513484,1200,4105.457322
95.309484,291,4108.880002
62.707435,50,4109.465302
31.63777,1200,4123.427985
-17.277374,1200,4137.375941
32.759807,1200,4151.328386
41.902271,1200,4165.311566
74.919415,1200,4179.227278
-2.79553,1200,4193.169626
75.536419,1200,4207.089539
44.401528,1200,4221.067874
53.112543,1200,4235.067487
16.339309,1200,4249.079559
43.525618,196,4251.346951
55.841061,1200,4265.275685
35.65887,1200,4279.282058
72.29226,1200,4293.36505
87.758056,1200,4307.331379
-32.337158,1200,4321.410396
9.396645,1200,4335.405407
-30.064224,1200,4349.517356
71.60707,396,4354.17332
-11.668273,1200,4368.203616
40.540345,1200,4382.325624
27.776721,37,4382.765445
48.143397,60,4383.46062
-8.518006,1200,4397.514907
-12.08126,1200,4411.484895
33.611232,1200,4425.555626
83.390979,1200,4439.614532
84.523529,1200,4453.663415
6.548974,1200,4467.664701
85.514282,1200,4481.724269
75.594345,1200,4495.670092
47.203349,1200,4509.655652
43.405209,1200,4523.771904
-4.409213,552,4530.370022
-11.455784,1200,4544.513849
2.104734,1200,4558.569504
104.877382,150,4560.335157
42.895749,1200,4574.380685
78.258592,1200,4588.489413
116.583854,1200,4602.493869
12.668631,1200,4616.375984
67.487306,1200,4630.36455
-13.533071,1200,4644.2561
29.56275,1200,4658.198151
-13.870438,1200,4672.141931
32.377957,1200,4686.134614
3.542352,1200,4700.132158
10.781955,1200,4714.098699
-9.177842,38,4714.539074
42.655589,1200,4728.600198
-7.781192,1200,4742.583944
44.648662,1200,4756.610094
41.558713,1200,4770.510812
29.305869,1200,4784.47043
-6.978669,1200,4798.355283
-10.794119,1200,4812.455564
58.102148,296,4816.12273
51.128289,111,4817.439551
-6.980533,1200,4831.442555
-21.324145,1200,4845.49951
27.685933,78,4846.404792
64.621478,1200,4860.443127
21.340144,1200,4874.446486
109.432303,529,4880.579833
33.587416,51,4881.170834
-11.053865,1200,4895.280856
-36.692174,1200,4909.284856
-13.453297,1200,4923.272882
-3.211632,1200,4937.28656
66.837185,315,4940.982333
40.962631,1002,4952.729615
-3.192299,1200,4966.768301
81.490248,748,4975.445151
26.276838,1200,4989.518429
42.815111,1200,5003.705913
108.514257,1200,5017.719655
-17.800142,1200,5031.861441
-23.93859,1200,5045.836415
18.293046,1200,5059.846097
-9.230083,1200,5073.934628
-21.944383,1200,5088.567461
8.750824,1200,5102.665565
-16.467858,1200,5116.997859
15.852083,1200,5131.043863
-2.984295,1200,5145.116041
57.048248,581,5151.891584
87.563571,1200,5166.213363
-11.132709,1200,5180.387949
-9.602137,1200,5194.584906
-17.7049,1200,5208.653908
-12.961007,1200,5222.694348
-4.144384,1200,5236.651249
42.825898,1200,5250.677136
-8.18319,1200,5264.695769
12.663351,1200,5278.762715
55.9265,115,5280.105656
-12.499266,1200,5294.346794
-7.369996,1200,5308.324449
66.087415,136,5309.913817
-10.091611,1200,5323.918339
-20.941186,1200,5338.084492
-9.951682,1200,5352.07157
-26.861659,1200,5366.143505
27.980841,1200,5380.200643
-8.049111,1200,5394.278975
-14.469068,1200,5408.350665
-3.85051,1200,5422.537405
27.703325,1200,5436.60962
45.835196,213,5439.102415
-10.110237,1200,5453.000812
-5.180888,1200,5467.186379
-16.12923,109,5468.454859
84.561718,71,5469.277466
67.466208,1200,5483.779052
-1.799951,1200,5498.537494
82.903839,149,5500.373346
-15.808535,1200,5514.330255
-10.312735,1200,5528.356248
-7.5761,1200,5542.492969
44.072768,1200,5556.442581
47.60197,1200,5570.609642
-7.941404,1200,5584.659832
11.761558,1200,5598.586354
-15.237371,1200,5612.538722
50.213941,1200,5626.578828
-6.409534,1200,5640.722621
3.406783,1200,5654.723889
54.659664,1200,5669.010863
57.171228,1200,5683.015248
-4.198515,1200,5697.044624
-3.610236,1200,5711.139958
17.366796,1200,5725.313564
12.645008,1200,5739.320084
76.730042,1200,5753.362332
-1.943345,1200,5767.278405
-12.326371,1200,5781.329476
-18.250369,1200,5795.482992
-7.578562,1200,5809.524616
95.160978,1200,5823.59639
5.5458,1200,5837.601864
7.777059,1200,5851.529443
