r,l,t
-27.168438,1200,7.971273
-21.927036,1200,16.461571
-6.898061,1200,24.924561
-18.509572,1200,33.445551
-33.00175,1200,41.941173
-36.876569,1200,50.450696
-34.218168,1200,59.056766
-20.216273,1200,67.651587
-28.472654,1200,76.306832
-25.006677,1200,84.974331
-27.506181,1200,94.587643
-17.103511,1200,103.147601
-67.67035,398,105.999478
-44.301752,1200,114.621973
-32.135762,1200,123.250647
-33.890286,1200,131.953809
25.877251,493,135.503477
-30.472779,1200,144.187235
-29.255013,1200,152.7159
-16.411439,1200,161.428753
-45.472517,1200,170.11396
-31.14676,1200,178.889526
-14.281409,1200,187.555779
-25.779207,1200,196.31676
-30.449014,1200,206.143804
-31.970632,1200,214.77875
-38.566562,1200,223.388647
-35.285208,1200,232.140433
-26.813156,1200,240.716035
-4.037242,1200,249.399507
-0.838591,1200,257.995645
-23.209756,1200,266.744469
-41.048882,1200,275.327993
-29.45505,1200,283.867676
-18.210953,1200,292.491796
-24.110239,1200,301.066417
-19.038458,1200,309.760413
-24.858932,1200,318.535714
-8.10899,1200,327.223668
-28.101685,1200,335.898613
-28.383032,1200,344.520053
-29.365104,1200,353.425486
-28.472497,1200,362.357039
-20.723739,1200,372.045856
-69.69608,1200,380.663419
-43.746907,1200,389.89454
-21.962356,1200,398.485075
-32.006702,1200,407.028806
8.022698,1200,415.599795
-22.533849,1200,424.200896
-19.707233,1200,434.347272
-40.096989,1200,442.831913
-21.134544,1200,451.363569
-32.536282,1200,460.032833
-28.334688,1200,468.633721
-26.260856,1200,477.181136
-21.021009,1200,485.732952
-33.480016,1200,494.394366
-23.641132,1200,503.095835
-38.00029,1200,511.761915
-6.27155,1200,520.46393
-27.789351,1200,529.158045
-29.165657,1200,537.837429
-0.852302,1200,546.461686
-34.315181,1200,555.070025
-29.890355,1200,564.286427
-23.476808,1200,572.883345
-30.254836,1200,581.584064
-31.837981,1200,590.247302
-26.688825,1200,598.863928
-27.436011,1200,607.605781
-30.564427,1200,616.256763
-30.941451,1200,625.000734
-20.887901,1200,633.614443
-24.514975,1200,642.104578
-27.028695,1200,651.375766
-24.344965,1200,660.042402
-28.256933,1200,668.735641
-42.415995,1200,677.346408
-26.782639,1200,685.996694
-4.466053,1200,694.569948
-20.492057,1200,703.295849
-22.396124,1200,711.913253
-34.80809,1200,720.526091
-52.598499,1200,729.195327
-24.16577,1200,737.804229
-25.588612,1200,746.408628
-29.815757,1200,755.072473
-27.541171,1200,763.677854
-22.109476,1200,772.754443
-42.009819,1200,781.391007
-25.814486,1200,789.943568
-23.212823,1200,798.506929
-26.154634,1200,807.046424
-23.462338,1200,815.52416
-0.450233,1200,824.307347
-27.541406,1200,832.856179
-15.026968,1200,841.442386
-29.433099,1200,850.104851
-22.703853,1200,860.592253
-24.946452,1200,869.150993
-24.87431,1200,877.782663
-35.305959,1200,886.445179
0.32781,1200,895.076567
-23.446608,1200,903.858747
-14.475568,1200,912.586687
-16.664811,1200,921.153724
-27.56071,1200,929.747698
-25.03074,1200,938.277491
-18.686746,1200,946.966916
-24.043262,1200,955.474691
-3.849532,1200,964.025238
-35.688809,1200,972.595534
-21.198055,1200,981.143549
-27.097386,1200,989.837689
-14.996112,1200,998.424508
-26.798726,1200,1006.974663
10.535591,1200,1015.563848
-36.100163,1200,1025.991754
-25.258157,1200,1034.59984
-15.304199,1200,1043.188577
-28.543358,1200,1051.793606
-30.419341,1200,1060.324432
-29.446282,1200,1068.884603
-56.5091,1200,1077.479467
-31.395397,1200,1086.055941
-11.573273,22,1086.213179
-28.814861,1200,1094.816663
-0.910704,1200,1103.523036
-27.407085,1200,1112.355774
26.488911,600,1116.733351
-28.982152,1200,1125.584228
-24.702795,1200,1134.20994
-27.820245,1200,1143.123523
-27.668678,1200,1152.117405
-26.652191,1200,1160.828499
-28.1109,1200,1169.409436
-29.461943,1200,1177.995893
-15.54089,1200,1186.642712
-24.232682,1200,1195.26918
-37.778502,1200,1203.89173
-19.549899,1200,1212.474326
-28.597074,1200,1221.112608
-23.382148,1200,1229.748823
-46.976549,1200,1238.96538
-33.589055,1200,1247.579319
6.683283,690,1252.465849
-26.666012,1200,1261.105776
-28.663916,1200,1269.704672
